Date,SessionTime,DriverAhead,DistanceToDriverAhead,Time,RPM,Speed,nGear,Throttle,Brake,DRS,Source,Distance,RelativeDistance,Status,X,Y,Z
2025-04-06 06:21:44.860,0 days 02:14:04.430000,1,71.34277777777743,0 days 00:00:23.102000,10095.0,190.0,5,58.0,False,0,car,1585.2877777777778,0.2737761737749601,OnTrack,34.624093582105964,-2596.690835014461,747.7314711512789
2025-04-06 06:21:44.957,0 days 02:14:04.527000,1,72.31277713777737,0 days 00:00:23.199000,10246.5624,192.4249984,5,64.6687456,False,0,pos,1590.489033100505,0.27467442064284364,OnTrack,32.0,-2542.0,746.0
2025-04-06 06:21:45.020,0 days 02:14:04.590000,1,72.94277777777734,0 days 00:00:23.262000,10345.0,194.0,5,69.0,False,0,car,1593.91,0.2752652150976318,OnTrack,33.19097768235734,-2507.5545103844156,744.9915702610602
2025-04-06 06:21:45.237,0 days 02:14:04.807000,1,74.87166609777734,0 days 00:00:23.479000,10614.8936704,198.7468736,5,88.66561920000001,False,0,pos,1605.9437127294711,0.27734341432023596,OnTrack,54.0,-2392.0,742.0
2025-04-06 06:21:45.340,0 days 02:14:04.910000,1,75.78722222222177,0 days 00:00:23.582000,10743.0,201.0,5,98.0,False,0,car,1611.7766666666669,0.278350754333271,OnTrack,72.0063443577967,-2335.4073921312847,740.627500752265
2025-04-06 06:21:45.397,0 days 02:14:04.967000,1,76.21472174222177,0 days 00:00:23.639000,10812.53992192,202.70999808,5,98.0,False,0,pos,1615.035511520443,0.2789135506201658,OnTrack,83.0,-2305.0,740.0
2025-04-06 06:21:45.540,0 days 02:14:05.110000,1,77.28722222222177,0 days 00:00:23.782000,10987.0,207.0,5,98.0,False,0,car,1623.2766666666669,0.2803367823860612,OnTrack,111.58912452226592,-2234.0164884959204,739.0998667071082
2025-04-06 06:21:45.637,0 days 02:14:05.207000,1,77.93388846222173,0 days 00:00:23.879000,11122.1936608,208.2124992,5,98.0,False,0,pos,1628.8786300353431,0.28130423076874755,OnTrack,137.0,-2173.0,739.0
2025-04-06 06:21:45.700,0 days 02:14:05.270000,1,78.35388888888838,0 days 00:00:23.942000,11210.0,209.0,5,98.0,False,0,car,1632.5655555555559,0.28194095576976413,OnTrack,157.79020255273153,-2122.244193760077,739.1439809202548
2025-04-06 06:21:45.958,0 days 02:14:05.528000,1,79.42888942222164,0 days 00:00:24.200000,11462.356375200001,217.8687544,5,98.8062504,False,0,pos,1648.2707295229804,0.2846532093413515,OnTrack,250.0,-1894.0,741.0
2025-04-06 06:21:46.020,0 days 02:14:05.590000,1,79.68722222222164,0 days 00:00:24.262000,11523.0,220.0,5,99.0,False,0,car,1652.1211111111115,0.2853181628933494,OnTrack,261.4133391743,-1865.6567961190563,741.5507518267077
2025-04-06 06:21:46.218,0 days 02:14:05.788000,1,80.34722179555493,0 days 00:00:24.460000,11786.174829866666,224.12499733333334,5,99.0,False,0,pos,1664.4987743084753,0.28745576170534526,OnTrack,282.0,-1813.0,744.0
2025-04-06 06:21:46.260,0 days 02:14:05.830000,1,80.48722222222159,0 days 00:00:24.502000,11842.0,225.0,5,99.0,False,0,car,1667.1211111111115,0.28790863426655394,OnTrack,289.5979534356078,-1793.0508589976862,744.8335860127063
2025-04-06 06:21:46.418,0 days 02:14:05.988000,1,81.14555519704857,0 days 00:00:24.660000,11784.96268666229,225.0,5,99.0,False,0,pos,1676.9546492882116,0.2896068675428934,OnTrack,326.0,-1695.0,749.0
2025-04-06 06:21:46.501,0 days 02:14:06.071000,1,81.4913888888882,0 days 00:00:24.743000,11755.0,225.0,5,99.0,False,0,car,1682.1836111111115,0.29050989927048015,OnTrack,343.31573733779,-1644.5478028974774,751.7827708802325
2025-04-06 06:21:46.638,0 days 02:14:06.208000,1,81.910000586666,0 days 00:00:24.880000,11208.4670912,228.9142912,5,92.14999040000001,False,0,pos,1690.9930065016883,0.29203126504211546,OnTrack,366.0,-1563.0,757.0
2025-04-06 06:21:46.781,0 days 02:14:06.351000,1,82.3469444444438,0 days 00:00:25.023000,10638.0,233.0,6,85.0,False,0,car,1700.3058333333338,0.29363957246284805,OnTrack,378.64792984384553,-1473.7701316668192,762.7820984236296
2025-04-06 06:21:46.898,0 days 02:14:06.468000,1,82.7369442311105,0 days 00:00:25.140000,10655.132133485715,233.41785691428572,6,80.82143085714286,False,0,pos,1707.9202288888355,0.2949545640435669,OnTrack,380.0,-1400.0,768.0
2025-04-06 06:21:47.061,0 days 02:14:06.631000,1,83.2802777777772,0 days 00:00:25.303000,10679.0,234.0,6,75.0,False,0,car,1718.5058333333338,0.2967826777290029,OnTrack,367.46289733481956,-1298.971002089839,776.1639715290601
2025-04-06 06:21:47.098,0 days 02:14:06.668000,1,83.43444417777717,0 days 00:00:25.340000,10688.9437328,233.7687504,6,75.4624992,False,0,pos,1720.9019859496389,0.29719648871289406,OnTrack,362.0,-1276.0,778.0
