Point_Index,VER_Speed,NOR_Speed,VER_RPM,NOR_RPM,VER_Throttle,NOR_Throttle,VER_Brake,NOR_Brake,VER_nGear,NOR_nGear,Speed_Gap_kmh,Speed_Leader
246,263.04688,286.1437488,11013.7436032,11511.0750272,5.4249984,38.3624608,True,False,7,7,-23.09686880000004,NOR
247,255.0,285.0,11250.0,11537.0,8.0,1.0,True,False,7,7,-30.0,NOR
248,253.5750016,282.0,11187.3000704,10933.0,17.160704000000003,0.0,True,True,7,7,-28.424998399999993,NOR
249,248.5750016,280.7249856,10967.3000704,10910.7934992,49.30356114285715,0.0,True,True,7,7,-32.14998400000002,NOR
250,248.0,270.0,10942.0,10724.0,53.0,0.0,False,True,6,7,-22.0,NOR
251,244.2875024,264.1500032,10949.4249952,11327.13467008,57.9499968,0.0,False,True,6,7,-19.86250080000002,NOR
252,242.0,260.0,10954.0,11755.0,61.0,0.0,False,True,6,6,-18.0,NOR
253,242.97925230984293,259.1579517090909,10996.107849323247,11728.6374112,80.09542004193727,6.3477486545454544,False,True,6,6,-16.17869939924799,NOR
254,243.64315290108624,247.33976989090908,11024.655574746708,11358.6374112,93.04148157118183,95.43865774545455,False,True,6,6,-3.696616989822843,NOR
255,244.0,247.0,11040.0,11348.0,100.0,98.0,False,False,6,6,-3.0,NOR
256,242.18846227692308,247.0,10716.640516430769,11318.0,69.80770461538461,98.0,False,False,6,6,-4.811537723076924,NOR
257,239.88076996923076,247.0,10304.717439507693,11362.8625888,31.346166153846156,79.812464,False,False,6,6,-7.119230030769245,NOR
258,238.0,247.0,9969.0,11466.0,0.0,38.0,True,True,6,6,-9.0,NOR
259,231.89283657142857,240.07000576,9963.2999808,11336.25510784,0.0,25.29501056,True,True,6,6,-8.177169188571412,NOR
260,208.0,229.0,9941.0,11129.0,0.0,5.0,True,True,6,6,-21.0,NOR
261,200.68500608,225.41508370713612,10184.31979776,10827.867031399433,0.0,3.207541853568059,True,True,6,6,-24.730077627136126,NOR
262,189.0,219.0,10573.0,10289.0,0.0,0.0,True,True,5,6,-30.0,NOR
263,180.2250048,206.61001344,10081.6002688,10000.49031296,0.0,0.0,True,True,5,6,-26.385008639999995,NOR
264,165.0,198.0,9229.0,9800.0,0.0,0.0,True,True,4,6,-33.0,NOR
265,154.0,176.65834026666667,8672.0,10027.370759466667,0.0,0.0,True,True,4,6,-22.65834026666667,NOR
266,151.71999232,172.0,8560.56462464,10077.0,0.0,0.0,True,True,4,6,-20.28000768000001,NOR
267,146.0,161.38000384,8281.0,9446.88022784,0.0,0.0,True,True,4,6,-15.38000384,NOR
268,144.4250013090909,160.0,8242.150032290909,9365.0,0.8749992727272727,0.0,True,True,4,5,-15.574998690909098,NOR
269,137.87954676363637,153.0,8080.695486836364,9012.0,4.511362909090909,0.0,True,True,4,4,-15.12045323636363,NOR
270,137.0,151.0750016,8059.0,8873.01511552,5.0,0.0,False,True,4,4,-14.075001600000007,NOR
271,136.58214308571428,148.0,8079.892845714286,8651.0,19.207135085714285,0.0,False,True,4,4,-11.417856914285721,NOR
272,136.0,143.5750016,8109.0,8277.53013504,39.0,0.0,False,True,4,4,-7.575001600000007,NOR
273,135.84166613333332,143.0,8168.533533866666,8229.0,40.108337066666664,0.0,False,True,4,4,-7.1583338666666805,NOR
274,135.0,138.0,8485.0,8309.0,46.0,0.0,False,True,4,4,-3.0,NOR
275,136.515628,137.5375008,8671.422244,8292.3500288,55.093768,0.3083328,False,True,4,4,-1.0218728000000112,NOR
276,140.0,135.2875008,9100.0,8211.3500288,76.0,1.8083328,False,True,4,4,4.712499199999996,VER
277,142.77143405714287,135.0,9310.282559085714,8201.0,78.4250048,2.0,False,False,4,4,7.771434057142869,VER
278,147.9142838857143,133.52250048,9700.496289828572,8267.4874784,82.92499839999999,26.132492159999998,False,False,4,4,14.391783405714307,VER
279,148.0,132.0,9707.0,8336.0,83.0,51.0,False,False,4,4,16.0,VER
280,155.06499712,132.7194432,10276.90976768,8379.5777024,96.34499456,53.3638848,False,False,4,4,22.345553919999986,VER
281,157.0,137.38610986666666,10433.0,8662.244369066666,100.0,68.69721813333334,False,False,4,4,19.613890133333342,VER
282,162.26499712,139.0,10578.07992064,8760.0,100.0,74.0,False,False,4,4,23.264997120000004,VER
283,166.0,143.18610915555556,10681.0,9175.947027911112,100.0,80.46944142222222,False,False,4,4,22.813890844444444,VER
284,173.92,144.40833137777778,11075.24,9297.391472355555,100.0,82.3583303111111,False,False,4,4,29.511668622222203,VER
285,175.0,150.0,11129.0,9853.0,100.0,91.0,False,False,4,4,25.0,VER
286,181.24,153.8499968,11432.42,9993.5248832,100.0,92.71110968888888,False,False,4,4,27.390003199999995,VER
287,183.0,161.84999679999999,11518.0,10285.5248832,100.0,96.26666524444444,False,False,4,4,21.150003200000015,VER
288,191.0,168.0,11740.0,10510.0,100.0,99.0,False,False,4,4,23.0,VER
289,193.64,170.59999573333334,11915.12,10795.349531733333,100.0,99.0,False,False,4,4,23.040004266666642,VER
290,194.0,176.0,11939.0,11388.0,100.0,99.0,False,False,4,4,18.0,VER
291,206.8375,178.47687435772227,10764.8625,11472.213728162556,100.0,99.0,False,False,4,4,28.36062564227774,VER
292,207.0,188.0,10750.0,11796.0,100.0,99.0,False,False,4,4,19.0,VER
293,212.909545838136,189.6958304,10975.547666155524,11666.500224,100.0,99.0,False,False,4,4,23.213715438136006,VER
294,213.0,199.0,10979.0,10956.0,100.0,99.0,False,False,5,4,14.0,VER
295,217.70999808,206.0,11107.73994752,10902.0,100.0,99.0,False,False,5,5,11.709998079999991,VER
296,219.0,208.9249984,11143.0,11048.83491968,100.0,99.0,False,False,5,5,10.075001600000007,VER
297,224.0,211.0,11532.0,11153.0,100.0,99.0,False,False,5,5,13.0,VER
298,227.53249856,216.9249984,11604.21997056,11492.699908266666,100.0,99.0,False,False,5,5,10.60750016,VER
299,232.93249856,217.0,11714.61997056,11497.0,100.0,99.0,False,False,5,5,15.932498559999999,VER
300,233.0,223.0,11716.0,11746.0,100.0,99.0,False,False,5,5,10.0,VER
301,240.0,223.4250048,10816.0,11700.18448256,100.0,99.0,False,False,5,5,16.57499519999999,VER
302,242.156252,230.4250048,10883.2750624,10945.58448256,100.0,99.0,False,False,5,5,11.731247199999984,VER
303,245.0,233.0,10972.0,10668.0,100.0,99.0,False,False,6,6,12.0,VER
304,245.3843444576443,238.0,10990.192304328497,10855.0,100.0,99.0,False,False,6,6,7.384344457644289,VER
305,251.0,238.890628,11256.0,10904.5189168,100.0,99.0,False,False,6,6,12.109372000000008,VER
306,251.61071634285713,242.953124,11280.63222582857,11130.3936944,100.0,99.0,False,False,6,6,8.657592342857129,VER
307,253.96785645714286,243.0,11375.70354377143,11133.0,100.0,99.0,False,False,6,6,10.967856457142858,VER
308,254.0,247.0,11377.0,11281.0,100.0,99.0,False,False,6,6,7.0,VER
309,257.94999893333335,249.4624992,11681.149917866667,11382.783300266667,100.0,99.0,False,False,6,6,8.487499733333351,VER
310,258.0,250.0,11685.0,11405.0,100.0,99.0,False,False,6,6,8.0,VER
311,258.0,250.97000192,11547.0,11455.9251008,100.0,99.0,False,False,6,6,7.029998080000013,VER
312,258.40416746666665,252.0,11572.4625504,11510.0,100.0,99.0,False,False,6,6,6.4041674666666495,VER
313,259.0,252.68500096,11610.0,11560.69007104,100.0,98.65749952,False,False,6,6,6.314999040000004,VER
314,258.6437488,254.0,11551.5748032,11658.0,100.0,98.0,False,False,6,6,4.643748800000026,VER
315,258.0,255.1804504572711,11446.0,11611.56894868067,100.0,97.21303302848592,False,False,6,6,2.8195495427289075,VER
316,257.41500032,257.0,11189.77014016,11540.0,41.500032000000004,96.0,False,False,6,6,0.4150003199999901,VER
317,257.0,255.46000128,11008.0,11432.97008896,0.0,77.52001536,True,False,6,6,1.5399987199999998,VER
318,251.0,249.06000128,10525.0,10988.17008896,0.0,0.720015360000005,True,False,6,6,1.9399987200000055,VER
319,240.89581333333334,249.0,10254.207797333333,10984.0,0.0,0.0,True,True,6,6,-8.104186666666664,NOR
320,226.31250666666668,238.0,9863.375178666667,10593.0,0.0,0.0,True,True,6,6,-11.687493333333322,NOR
321,226.0,230.5406312,9855.0,10579.2843864,0.0,0.0,True,True,6,6,-4.540631200000007,NOR
322,218.0,207.0,10154.0,10536.0,0.0,0.0,True,True,6,6,11.0,VER
323,192.32500693333333,203.3000064,10715.558181688888,10458.3001344,0.0,0.0,True,True,6,6,-10.974999466666674,NOR
324,179.0,187.3000064,11007.0,10122.3001344,0.0,0.0,True,True,5,6,-8.300006400000001,NOR
325,163.0,187.0,10812.0,10116.0,0.0,0.0,True,True,4,5,-24.0,NOR
326,155.5406312,177.0,10666.1813712,9423.0,0.0,0.0,True,True,4,4,-21.459368799999993,NOR
327,132.0,168.6535808,10206.0,9409.5643008,0.0,0.0,True,True,3,4,-36.653580799999986,NOR
328,131.3624928,136.4392950857143,10177.5246784,9357.707157942858,0.0,0.0,True,True,3,4,-5.07680228571428,NOR
329,127.6125024,136.0,10010.0251072,9357.0,0.0,0.0,True,True,3,4,-8.387497600000003,NOR
330,120.0,123.0,9670.0,8305.0,0.0,0.0,True,True,3,3,-3.0,NOR
331,117.62143268571428,111.49500416000001,9529.928813714285,8924.499776,0.0,0.0,True,True,3,3,6.1264285257142745,VER
332,102.0,110.0,8610.0,9005.0,0.0,0.0,True,True,2,3,-8.0,NOR
333,98.58750186666667,97.0,8287.762676266666,8198.0,0.0,0.0,True,True,2,2,1.5875018666666705,VER
334,95.0,94.57500160000001,7949.0,7961.9668224,0.0,0.0,True,True,2,2,0.42499839999999267,VER
335,93.84,90.5499968,7714.1,7570.199688533334,0.0,0.0,True,True,2,2,3.290003200000001,VER
336,93.0,88.0,7544.0,7322.0,0.0,0.0,True,True,2,2,5.0,VER
337,84.0,80.62856777142858,7109.0,6750.714002285715,0.0,0.0,True,True,2,2,3.3714322285714218,VER
338,83.66666666666667,80.0,7064.6,6702.0,0.0,0.0,True,True,2,2,3.6666666666666714,VER
339,79.91666666666667,75.07054129674125,6565.1,6138.398554927417,0.0,0.0,True,True,2,2,4.846125369925417,VER
340,79.0,74.0,6443.0,6016.0,0.0,0.0,True,True,2,2,5.0,VER
341,76.0,70.0,6071.0,5736.0,0.0,0.0,True,True,2,2,6.0,VER
342,75.16,69.71666346666666,6011.92,5731.395781333334,0.0,0.0,True,True,2,2,5.443336533333337,VER
343,73.0,66.0,5860.0,5671.0,0.0,0.0,True,False,2,2,7.0,VER
344,72.29805026441444,65.11499904,5898.607235457206,5569.2248896,1.5041780048262052,0.8850009600000001,True,False,2,2,7.1830512244144415,VER
345,66.44846913453475,65.0,6220.334197600589,5556.0,14.038994711711249,1.0,True,False,2,2,1.4484691345347471,VER
346,66.0,68.0,6245.0,6493.0,15.0,26.0,False,False,2,2,-2.0,NOR
347,67.7124992,69.7125024,6245.0,6636.279367466666,14.429166933333333,28.283336533333333,False,False,2,2,-2.000003200000009,NOR
348,69.0,71.0,6245.0,6744.0,14.0,30.0,False,False,2,2,-2.0,NOR
349,70.26428525714286,73.140628,6502.914192457143,6931.0908872,21.585711542857144,33.8531304,False,False,2,2,-2.8763427428571475,NOR
350,71.0,76.0,6653.0,7181.0,26.0,39.0,False,False,2,2,-5.0,NOR
351,72.67142765714286,79.031256,6835.185614628572,7403.4941904,26.417856914285714,40.8187536,False,False,2,2,-6.359828342857142,NOR
352,75.0,85.281256,7089.0,7862.2441904,27.0,44.5687536,False,False,2,2,-10.281255999999999,NOR
353,75.9666688,86.0,7213.2169408,7915.0,28.9333376,45.0,False,False,2,2,-10.033331200000006,NOR
354,78.96666453333333,89.0,7598.716392533333,8615.0,34.933329066666666,49.0,False,False,2,2,-10.03333546666667,NOR
355,79.0,89.4250048,7603.0,8655.9598376,35.0,49.265628,False,False,2,2,-10.425004799999996,NOR
356,86.49030887362817,96.92499839999999,8284.618107500162,9378.7717208,43.42659748283169,53.953124,False,False,2,2,-10.434689526371827,NOR
357,87.0,97.0,8331.0,9386.0,44.0,54.0,False,False,2,2,-10.0,NOR
358,93.0,103.27999744,8986.0,10176.49467776,46.0,58.70999808,False,False,2,2,-10.279997440000002,NOR
359,94.60416533333333,105.0,9139.999872,10393.0,47.604165333333334,60.0,False,False,2,2,-10.395834666666673,NOR
360,98.0,112.0,9466.0,11011.0,51.0,57.0,False,False,2,2,-14.0,NOR
361,99.10999808,116.812496,9565.8998272,11203.49984,54.14499456,62.454162133333334,False,False,2,2,-17.70249792,NOR
362,104.0,127.0,10006.0,11611.0,68.0,74.0,False,False,2,2,-23.0,NOR
363,137.1187472,128.4249984,11733.85235392,11439.109568,98.27999744,76.3156224,False,False,2,2,8.693748800000009,VER
364,139.0,132.9249984,11832.0,10896.297068,100.0,83.6281224,False,False,2,2,6.075001600000007,VER
365,149.0,135.0,11920.0,10646.0,100.0,87.0,False,False,3,3,14.0,VER
366,152.609372,141.5812464,11860.0844248,11037.9497856,100.0,93.5812464,False,False,3,3,11.02812560000001,VER
367,161.984372,144.0,11704.4594248,11182.0,100.0,96.0,False,False,3,3,17.984372000000008,VER
368,164.0,155.0,11671.0,10390.0,100.0,99.0,False,False,3,3,9.0,VER
369,164.9249984,167.8843712,11610.9907288,10465.2718528,100.0,99.0,False,False,3,3,-2.9593728000000112,NOR
370,169.4250048,174.0,11319.0528136,10501.0,100.0,99.0,False,False,3,4,-4.574995199999989,NOR
371,172.0,182.8156224,11152.0,11181.1591744,100.0,99.0,False,False,4,4,-10.815622399999995,NOR
372,183.8363741090909,187.0,11562.327635781818,11504.0,100.0,99.0,False,False,4,4,-3.1636258909090884,NOR
373,196.0,189.8291648,11984.0,11534.31248,100.0,99.0,False,False,4,4,6.170835199999999,VER
374,200.09499776,194.0,11662.83517568,11579.0,100.0,99.0,False,False,4,4,6.0949977600000125,VER
375,203.0,195.99499776,11435.0,11349.86025728,100.0,99.0,False,False,4,4,7.00500224000001,VER
376,203.51000576,201.0,11423.90737472,10775.0,100.0,99.0,False,False,4,5,2.5100057600000127,VER
377,213.70999808,208.05249792,11202.05754176,11136.84739328,100.0,98.45750016,False,False,4,5,5.657500159999984,VER
378,215.0,214.0,11174.0,11442.0,100.0,98.0,False,False,4,5,1.0,VER
379,217.5687536,215.9249984,11400.0503168,11536.3249216,100.0,98.0,False,False,4,5,1.6437552000000153,VER
380,218.0,220.0,11438.0,11736.0,100.0,98.0,False,False,5,5,-2.0,NOR
381,226.0,223.44166293333333,11615.0,11082.5757088,100.0,98.0,False,False,5,5,2.5583370666666667,VER
382,226.3718792,227.0,11582.9652632,10407.0,100.0,98.0,False,False,5,5,-0.6281208000000049,NOR
383,229.85,235.9499968,11283.35,10813.727632355556,100.0,98.0,False,False,5,5,-6.099996800000014,NOR
384,233.0,236.0,11012.0,10816.0,100.0,98.0,False,False,5,6,-3.0,NOR
385,236.92,238.0,10801.3,10944.0,100.0,98.0,False,False,5,6,-1.0800000000000125,NOR
386,237.0,241.41249813333334,10797.0,11060.512436266667,100.0,98.0,False,False,5,6,-4.412498133333344,NOR
387,241.0,245.0,10927.0,11183.0,100.0,98.0,False,False,6,6,-4.0,NOR
388,242.05555555555554,245.0,10967.955555555556,11270.1061776,100.0,98.0,False,False,6,6,-2.944444444444457,NOR
389,246.0,245.0,11121.0,11364.0,100.0,98.0,False,False,6,6,1.0,VER
390,246.425,249.4386402909091,11223.0,11499.62512,100.0,98.0,False,False,6,6,-3.0136402909090805,NOR
391,247.0,254.0,11361.0,11639.0,100.0,98.0,False,False,6,6,-7.0,NOR
392,248.575,254.2312496,11383.725,11477.12528,100.0,98.0,False,False,6,6,-5.656249600000024,NOR
393,254.0,255.0,11462.0,10939.0,100.0,98.0,False,False,6,6,-1.0,NOR
394,254.93593298078076,256.75499904,11487.27019048108,10603.21018368,100.0,98.0,False,False,6,6,-1.8190660592192103,NOR
395,259.2813361058342,258.0,11604.596074857523,10365.0,100.0,98.0,False,False,6,7,1.2813361058342139,VER
396,260.0,260.87291573333334,11624.0,10486.072877333334,100.0,98.0,False,False,6,7,-0.8729157333333433,NOR
397,261.14166613333333,264.0812528,11144.500224,10621.281368,100.0,98.0,False,False,6,7,-2.9395866666666848,NOR
398,262.0,265.0,10784.0,10660.0,100.0,98.0,False,False,6,7,-3.0,NOR
399,264.0,267.0,10633.0,10715.0,100.0,99.0,False,False,7,7,-3.0,NOR
400,266.10714057142854,267.5285705142857,10671.771386514285,10738.257102628571,100.0,98.86785737142857,False,False,7,7,-1.4214299428571735,NOR
401,269.0,271.0,10725.0,10891.0,100.0,98.0,False,False,7,7,-2.0,NOR
402,271.32740403186426,273.1107136,10815.768757242706,10954.321408,100.0,98.7035712,False,False,7,7,-1.783309568135735,NOR
403,272.0,274.0,10842.0,10981.0,100.0,99.0,False,False,7,7,-2.0,NOR
404,274.65500288,274.80833493333336,10959.70512768,11022.629249066667,100.0,99.0,False,False,7,7,-0.1533320533333722,NOR
405,275.0,276.0,10975.0,11084.0,100.0,99.0,False,False,7,7,-1.0,NOR
406,275.48500096,277.68214217142855,10989.06502784,11131.660694857143,100.0,99.0,False,False,7,7,-2.1971412114285727,NOR
407,276.0,279.0,11004.0,11169.0,100.0,99.0,False,False,7,7,-3.0,NOR
408,278.9624992,279.97000192,11149.1624608,11235.44513152,100.0,99.0,False,False,7,7,-1.0075027199999909,NOR
409,279.0,281.0,11151.0,11306.0,100.0,99.0,False,False,7,7,-2.0,NOR
410,282.37000192,283.0,11255.47005952,11319.0,100.0,99.0,False,False,7,7,-0.6299980800000071,NOR
411,283.0,283.36090219775,11275.0,11328.654133789812,100.0,99.0,False,False,7,7,-0.36090219775002197,NOR
412,284.4750016,285.16541318650013,11298.1083584,11376.924802738878,100.0,99.0,False,False,7,7,-0.6904115865001472,NOR
413,285.14166826666667,287.0,11308.552802844444,11426.0,100.0,99.0,False,False,7,7,-1.8583317333333298,NOR
414,286.0,288.6928566857143,11322.0,11523.33925942857,100.0,99.0,False,False,7,7,-2.6928566857142755,NOR
415,287.77000192,289.0,11410.500096,11541.0,100.0,99.0,False,False,7,7,-1.229998079999973,NOR
416,288.0,289.63214262857144,11422.0,11551.114282057142,100.0,99.0,False,False,7,7,-1.6321426285714438,NOR
417,288.0,290.0,11479.8937264,11557.0,100.0,99.0,False,False,7,7,-2.0,NOR
418,288.0,290.4178569142857,11481.0,11596.278549942857,100.0,99.0,False,False,7,7,-2.4178569142857214,NOR
419,289.8357156571429,291.0,11480.082142171428,11651.0,100.0,99.0,False,False,7,7,-1.1642843428571155,NOR
420,290.0,292.0,11480.0,11679.0,100.0,98.0,False,False,7,7,-2.0,NOR
421,290.88500096,292.0472220444444,11492.39001344,11680.18055111111,100.0,98.0,False,False,7,7,-1.1622210844444112,NOR
422,291.0,293.0,11494.0,11704.0,100.0,98.0,False,False,7,7,-2.0,NOR
423,291.0,293.0,11527.48998912,11477.375392,100.0,98.0,False,False,7,7,-2.0,NOR
424,291.0,293.0,11528.0,10724.0,100.0,98.0,False,False,7,7,-2.0,NOR
425,291.4409099636364,293.68499968,11529.984094836364,10501.375104,100.0,98.68499968,False,False,7,7,-2.2440897163635896,NOR
426,292.71363723636364,294.0,11535.711367563636,10399.0,100.0,99.0,False,False,7,8,-1.2863627636363617,NOR
427,293.0,296.0,11537.0,10411.0,100.0,99.0,False,False,7,8,-3.0,NOR
428,293.4916672,295.8937504,11599.9334016,10414.187488,100.0,99.0,False,False,7,8,-2.4020831999999928,NOR
429,294.0,295.0,11665.0,10441.0,100.0,99.0,False,False,7,8,-1.0,NOR
430,294.0,295.2374992,11651.3562736,10436.7250144,100.0,99.0,False,False,7,8,-1.237499200000002,NOR
431,294.0,296.0,11606.0,10423.0,100.0,99.0,False,False,7,8,-2.0,NOR
432,294.9892854857143,296.63571474285715,11618.860711314286,10449.064304457142,100.0,99.0,False,False,7,8,-1.64642925714287,NOR
433,295.0,297.0,11619.0,10464.0,100.0,99.0,False,False,7,8,-2.0,NOR
434,295.0,297.22222254472166,11632.7000192,10475.777794870246,100.0,99.0,False,False,7,8,-2.22222254472166,NOR
435,295.0,297.58503438875783,11639.0,10495.006822604164,100.0,99.0,False,False,7,8,-2.5850343887578333,NOR
436,294.6777777777778,298.0,11608.066666666668,10517.0,100.0,99.0,False,False,7,8,-3.3222222222221944,NOR
437,294.0111111111111,297.51499904,11544.066666666668,10448.37236416,100.0,85.41997312,False,False,7,8,-3.5038879288889007,NOR
438,294.0,296.0,11543.0,10234.0,100.0,43.0,False,False,7,8,-2.0,NOR
439,293.0,287.2250048,11589.0,10238.09499776,100.0,17.84501376,False,False,7,8,5.774995199999978,VER
440,291.525,281.0,11456.25,10241.0,100.0,0.0,False,True,7,8,10.524999999999977,VER
441,291.0,272.2250048,11409.0,10183.5969064,100.0,0.0,False,True,7,8,18.774995199999978,VER
442,289.0,257.0,11193.0,10084.0,100.0,0.0,False,True,7,7,32.0,VER
443,286.1,255.265628,10985.94,10164.93736,44.9,0.0,False,True,7,7,30.83437200000003,VER
444,284.0,246.828116,10836.0,10558.68792,5.0,0.0,True,True,7,7,37.171884000000006,VER
445,274.8530486932075,242.0,10535.397918417682,10784.0,3.7526884581646547,0.0,True,True,7,6,32.853048693207484,VER
446,262.0,241.19721315555554,10113.0,10827.492157866667,2.0,0.0,True,True,7,6,20.802786844444455,VER
447,255.1312528,228.91944746666667,10960.7996544,11492.6581696,2.9812496,0.0,True,True,7,6,26.21180533333333,VER
448,255.0,225.0,10977.0,11705.0,3.0,0.0,True,False,7,6,30.0,VER
449,246.3812528,222.4312464,10846.077125866666,11507.2059728,3.8208330666666668,0.0,True,False,7,6,23.950006400000007,VER
450,235.8375056,222.0,10685.912585066666,11474.0,4.824999466666666,0.0,True,False,7,5,13.837505599999986,VER
451,234.0,217.0750016,10658.0,11196.23009024,5.0,4.9249984,False,False,6,5,16.924998399999993,VER
452,230.44887468510717,217.0,10816.912857841453,11192.0,12.99003195850884,5.0,False,False,6,5,13.448874685107171,VER
453,226.45884911063925,212.0,10995.466502298894,11274.0,21.967589501061667,41.0,False,False,6,5,14.45884911063925,VER
454,226.0,211.23000064,11016.0,11214.3250496,23.0,40.61500032,False,False,5,5,14.769999360000014,VER
455,218.3821449142857,210.83000064,10940.667877485714,11183.3250496,47.546421942857144,40.41500032,False,False,5,5,7.552144274285695,VER
456,217.0,210.0,10927.0,11119.0,52.0,40.0,False,False,5,5,7.0,VER
457,214.553568,208.0375008,10904.0035392,10967.8875616,54.446432,14.487510399999998,False,False,5,5,6.516067200000009,VER
458,213.8392822857143,207.0,10897.289253485715,10888.0,55.16071771428572,1.0,False,True,5,5,6.83928228571429,VER
459,212.0,204.97916266666667,10880.0,10677.0245824,57.0,0.5958325333333333,False,True,5,5,7.020837333333333,VER
460,212.0,202.0,10769.949902628572,10366.0,43.82498834285714,0.0,False,True,5,5,10.0,VER
461,212.0,200.218744,10738.0,10615.37584,40.0,0.0,False,True,5,5,11.781256000000013,VER
462,210.9031256,197.0,10497.4188816,11066.0,25.7406328,0.0,False,False,5,5,13.90312560000001,VER
463,209.0,193.0502102627052,10080.0,11180.543902381549,1.0,0.0,True,False,5,5,15.949789737294793,VER
464,203.77500434285713,193.0,10360.224767085714,11182.0,1.2749997714285715,0.0,True,True,5,4,10.77500434285713,VER
465,190.0,184.38182050909091,11099.0,10943.384155345455,2.0,0.0,True,True,5,4,5.618179490909085,VER
466,185.9781272,177.0,10854.3970088,10739.0,2.3656248,0.0,True,True,5,4,8.978127199999989,VER
467,179.0,176.0,10430.0,10320.0,3.0,0.0,True,True,4,4,3.0,VER
468,177.7531208,176.0,10352.6934896,10292.1626048,3.0,0.0,True,True,4,4,1.753120800000005,VER
469,172.5031208,176.0,10027.1934896,10058.0,3.0,0.0,True,False,4,4,-3.496879199999995,NOR
470,172.0,174.3041696,9996.0,10012.3667456,3.0,0.0,True,False,4,4,-2.3041695999999945,NOR
471,171.468744,166.0541696,9982.8248512,9790.3667456,3.0,0.0,True,False,4,4,5.414574399999992,VER
472,167.0,165.0,9872.0,9762.0,3.0,0.0,False,True,4,4,2.0,VER
473,164.5749952,165.0,9677.02961408,9506.0,3.0,0.0,False,False,4,4,-0.4250048000000106,NOR
474,162.0,163.1678592,9470.0,9433.3250816,3.0,0.0,False,False,4,4,-1.1678592000000094,NOR
475,159.04500096,158.02500205714284,9320.77254848,9229.3250816,3.0,0.0,False,False,4,4,1.0199989028571679,VER
476,156.64500096,156.0,9199.57254848,9149.0,3.0,0.0,False,False,4,4,0.6450009600000044,VER
477,156.0,155.02500053333333,9167.0,9274.124931555556,3.0,16.574990933333336,False,False,4,4,0.9749994666666737,VER
478,156.0,153.02500053333333,9345.941608533334,9530.791598222222,30.908324266666668,50.57499093333334,False,False,4,4,2.9749994666666737,VER
479,156.0,153.0,9494.0,9534.0,54.0,51.0,False,False,4,4,3.0,VER
480,156.06071497142858,157.86818094545455,9509.603747657144,9942.927199418182,54.303574857142856,61.54772538181818,False,False,4,4,-1.8074659740259733,NOR
481,156.63214354285714,159.0,9656.460890514285,10038.0,57.16071771428572,64.0,False,False,4,4,-2.3678564571428637,NOR
482,157.0,161.76000256,9751.0,10249.83019648,59.0,66.76000256,False,False,4,4,-4.760002560000004,NOR
483,158.45500288,163.0,9818.9001344,10345.0,59.0,68.0,False,False,4,4,-4.544997120000005,NOR
484,160.0,168.77499626666668,9891.0,10639.5248096,59.0,72.9499968,False,False,4,4,-8.774996266666676,NOR
485,161.7125024,170.0,10131.892004266667,10702.0,66.42084373333333,74.0,False,False,4,4,-8.287497599999995,NOR
486,163.0,174.88279730797763,10313.0,11029.1474196345,72.0,78.43890664361602,False,False,4,4,-11.882797307977626,NOR
487,169.21,181.0,10743.56,11439.0,82.35,84.0,False,False,4,4,-11.789999999999992,NOR
488,172.0,185.09499776,10937.0,11495.45246912,87.0,88.3874976,False,False,4,4,-13.094997760000012,NOR
489,180.85,195.0,11405.3125,11632.0,96.5875,99.0,False,False,4,4,-14.150000000000006,NOR
490,184.0,195.531256,11572.0,11606.8184656,100.0,99.0531256,False,False,4,4,-11.531256000000013,NOR
491,189.1625,199.906248,11206.2,11399.4438448,100.0,99.4906248,False,False,4,4,-10.74374800000001,NOR
492,191.0,205.0,11076.0,11158.0,100.0,100.0,False,False,4,5,-14.0,NOR
493,196.8,210.4083392,10844.0,11381.708576,100.0,100.0,False,False,4,5,-13.608339199999989,NOR
494,199.0,216.0,10756.0,11613.0,100.0,100.0,False,False,4,5,-17.0,NOR
495,211.13333333333333,220.9249984,11076.133333333333,10785.6002688,100.0,100.0,False,False,4,5,-9.791665066666667,NOR
496,212.0,221.0,11099.0,10773.0,100.0,100.0,False,False,5,5,-9.0,NOR
497,214.2092044293344,227.51749824,11222.715448042725,10748.11500672,100.0,100.0,False,False,5,5,-13.308293810665617,NOR
498,215.0,232.0,11267.0,10731.0,100.0,100.0,False,False,5,6,-17.0,NOR
499,219.84999679999999,236.9249984,11467.6686176,10987.0999168,100.0,100.0,False,False,5,6,-17.075001600000007,NOR
500,223.0,237.0,11598.0,10991.0,100.0,100.0,False,False,5,6,-14.0,NOR
501,230.0,244.4250048,11869.0,11203.025137066667,100.0,100.0,False,False,5,6,-14.42500480000001,NOR
502,232.4500032,246.0,11496.949514057143,11248.0,100.0,100.0,False,False,5,6,-13.549996800000002,NOR
503,237.0,248.5071414857143,10806.0,11248.0,100.0,100.0,False,False,5,6,-11.5071414857143,NOR
504,240.14427706086434,252.0,10893.253688438985,11248.0,100.0,100.0,False,False,5,6,-11.85572293913566,NOR
505,241.0,253.61666986666665,10917.0,11340.419627377778,100.0,100.0,False,False,5,6,-12.616669866666655,NOR
506,244.83055431111111,258.0,11115.641602133333,11591.0,100.0,100.0,False,False,5,6,-13.169445688888885,NOR
