Point_Index,VER_X,VER_Y,NOR_X,NOR_Y,Euclidean_Distance_m,VER_Track_Distance,NOR_Track_Distance,Track_Distance_Gap_m,VER_Speed,NOR_Speed,Distance_Leader
18,2914.073023343946,-2068.1864497787396,2747.0,-1873.0,256.92634218101324,200.02999999999997,176.80690094319453,23.223099056805438,298.0,296.54999954285717,VER
19,3046.0,-2223.0,2781.0362654425485,-1912.68719063233,408.04389505087266,214.70335865224095,182.015,32.688358652240964,298.44250048,297.0,VER
20,3145.521553025909,-2338.9874420041388,2801.0,-1936.0,530.182967391846,233.2522222222222,185.07722678373912,48.17499543848308,299.0,297.2312496,VER
21,3198.0,-2400.0,2898.0,-2050.0,460.9772228646444,244.72833031316998,200.01260589865456,44.71572441451542,300.2843768,298.3562496,VER
22,3289.039403697763,-2506.270824413503,2952.1735399651266,-2113.399907799916,517.5192433805097,260.09666666666664,208.59277777777774,51.503888888888895,302.0,299.0,VER
23,3329.0,-2553.0,3017.0,-2189.0,479.4163117792301,264.87576235349,218.37064365291045,46.50511870057957,302.0,300.4624992,VER
24,3419.14215506893,-2658.474629231789,3043.1258763467895,-2219.4528342524954,578.0383882847985,273.51888888888885,221.97055555555553,51.54833333333332,302.0,301.0,VER
25,3482.0,-2732.0,3150.792166912602,-2344.8897754641384,509.46339872325933,280.0079438623515,235.39277777777778,44.61516608457373,302.76999936,302.0,VER
26,3546.8607779842723,-2807.717459631449,3247.0,-2457.0,461.43170964257547,290.4077777777777,248.62025194463575,41.787525833141956,304.0,302.8722218666667,VER
27,3614.0,-2886.0,3336.6498662381796,-2561.6113165234174,426.79165252540986,308.789272518003,265.79277777777776,42.996494740225216,304.90416746666665,304.0,VER
28,3623.990318504028,-2897.7108283435923,3390.0,-2624.0,360.0959409742797,310.7411111111111,275.71424226220915,35.02686884890193,305.0,304.58499968,VER
29,3711.274754287996,-3000.276520113823,3478.0,-2727.0,359.3009427118801,324.3411111111111,289.3115216411948,35.02958946991629,306.0,305.38499968,VER
30,3818.0,-3126.0,3547.3683760925333,-2808.064287153378,417.52196752037173,339.3447861891334,299.79277777777776,39.552008411355644,306.55,306.0,VER
31,3898.7550985248868,-3221.342515713701,3666.0,-2947.0,359.77597448614034,351.63,318.3451814902402,33.284818509759816,307.0,307.3562496,VER
32,3934.0,-3263.0,3718.568121587414,-3009.1391615303673,332.950776459344,356.4048818385923,327.17055555555555,29.23432628303675,307.0,308.0,VER
33,4072.136469403057,-3426.3069744758914,3777.0,-3078.0,456.5339900163524,372.0966666666667,335.49030844729225,36.60635821937444,307.0,308.4041664,VER
34,4099.0,-3458.0,3806.0,-3112.0,453.3927657120259,375.17158086732724,338.92353481737666,36.248046049950574,307.15062757472737,308.5708330666667,VER
35,4235.865838557235,-3618.8534736657275,3874.858248875493,-3192.849457804022,558.3958285464903,392.5444444444445,347.7705555555556,44.773888888888905,308.0,309.0,VER
36,4299.0,-3693.0,4017.0,-3361.0,435.600734618297,402.58326512973946,369.9716248381769,32.61164029156254,308.7312496,309.5863639272727,VER
37,4318.738893407787,-3716.2298994550897,4106.0,-3467.0,327.6787749469959,406.2777777777778,383.7622317944571,22.51554598332075,309.0,309.9500002909091,VER
38,4403.105821347725,-3815.9083926527023,4119.6023297902175,-3483.0625555740503,437.2191452645761,426.94444444444446,385.65944444444443,41.285000000000025,310.0,310.0,VER
39,4444.0,-3864.0,4262.0,-3650.0,280.9270367906941,435.3126243848743,404.4724834701598,30.84014091471454,310.26944426666665,310.49433142774876,VER
40,4591.114649980086,-4036.3785676975485,4365.5553290506705,-3773.0434282136025,346.7310239150348,458.0444444444445,423.7569444444444,34.28750000000008,311.0,311.0,VER
41,4601.0,-4048.0,4396.0,-3809.0,314.8745782053546,459.5162755337635,428.6951549187611,30.821120615002428,311.06071405714283,311.3562512,VER
42,4735.0,-4206.0,4461.695190426501,-3886.0580394105596,420.78305227494826,480.3178186238993,437.6236111111111,42.69420751278824,311.9178569142857,312.0,VER
43,4746.901731908889,-4219.987218954792,4576.4704147739085,-4019.9059170605938,262.8295288357868,482.3111111111112,451.49027777777775,30.82083333333344,312.0,312.0,VER
44,4859.0,-4351.0,4610.0,-4059.0,383.7512214964273,499.3762047655563,456.43008425191374,42.94612051364254,312.0,312.0,VER
45,4970.459371259379,-4480.769015074609,4658.668130229137,-4115.770183778063,480.0395034067745,510.0444444444445,465.3569444444444,44.68750000000006,312.0,312.0,VER
46,5017.0,-4535.0,4723.0,-4191.0,452.51740298026107,514.9955988884021,478.9674398951991,36.02815899320302,312.2374997333333,312.0,VER
47,5098.686785143471,-4630.738806537016,4787.917112225607,-4267.158858512633,478.29715471753485,530.9111111111112,489.62361111111113,41.28750000000002,313.0,312.0,VER
48,5156.0,-4699.0,4903.0,-4402.0,390.1512527213004,546.388517968151,506.6635637405685,39.72495422758243,313.0,311.5895834666667,VER
49,5211.844987257647,-4765.384814027425,4993.0,-4507.0,338.60868353866306,555.2555555555556,520.4800326595451,34.77552289601044,313.0,311.2562501333333,VER
50,5246.0,-4806.0,5091.481116324885,-4623.305012940018,239.27712742560803,560.297138924446,531.0902777777777,29.206861146668302,313.0,311.0,VER
51,5358.0,-4939.0,5227.0,-4784.0,202.94334184693028,577.6816458710821,544.6195239163652,33.06212195471687,313.0,310.5093752,VER
52,5411.397200157328,-5001.479425727646,5328.56738433833,-4904.075494506902,127.86048727368683,586.6425,558.6458333333333,27.996666666666783,313.0,310.0,VER
53,5549.0,-5165.0,5460.0,-5060.0,137.64446955835166,607.2496246397931,582.4269404210174,24.822684218775635,313.0,309.1343752,VER
54,5551.242327717493,-5167.7572371835495,5484.047001052237,-5088.854234796085,103.63829268859448,607.5091666666667,586.1124999999998,21.396666666666874,313.0,309.0,VER
55,5711.817308586296,-5368.264337957505,5635.0,-5271.0,123.94051128163855,624.731388888889,608.1077023199647,16.623686568924313,310.0,308.28412215547684,VER
56,5722.0,-5381.0,5682.950034379422,-5328.866811488286,65.13654242716825,626.1925963394141,616.8269444444443,9.365651894969801,309.91499904,308.0,VER
57,5780.820516731779,-5455.136462963752,5778.004083218106,-5448.882282666489,6.859086595721999,641.8980555555556,640.7047222222221,1.1933333333334986,309.0,307.0,VER
58,5802.0,-5488.0,5825.0,-5525.0,43.56604182158393,648.4734137467972,652.3729756546566,-3.899561907859379,308.0375008,305.0285696,NOR
59,5865.461970797138,-5599.6062742904,5876.958865336386,-5622.89495684098,25.971933293235985,662.2980555555556,664.2713888888889,-1.973333333333244,306.0,303.0,NOR
60,5879.0,-5627.0,5895.0,-5665.0,41.23105625617661,665.412176748513,669.008844904016,-3.5966681555029254,304.89000192,301.3375018666667,NOR
61,5924.900110526029,-5744.58154640373,5906.0,-5695.0,53.06169919707893,678.9647222222222,672.3201520796484,6.644570142573798,300.0,300.1708352,VER
62,5943.0,-5829.0,5937.692507165602,-5806.518261179153,23.099741569895237,686.8130238791898,684.0047222222221,2.8083016569677284,295.63499136,296.0,VER
63,5960.0,-6095.0,5944.0,-5835.0,260.49184248263896,705.5284151041474,686.9762336571989,18.552181446948453,284.83499136,293.687504,VER
64,5956.732391984328,-6155.864067917937,5959.360720117533,-5926.173422783495,229.70568249621516,710.2980555555556,696.7158333333332,13.582222222222413,282.0,286.0,VER
65,5933.38287435681,-6280.4595320441895,5959.605523124221,-6109.300530821108,173.15608856769052,722.1647222222223,715.0491666666666,7.115555555555716,267.0,275.0,VER
66,5904.691443274063,-6376.391433649333,5955.0,-6143.0,238.75198885189968,733.631388888889,717.7117780119329,15.919610876956085,258.0,271.531256,VER
67,5899.0,-6396.0,5915.0,-6335.0,63.06346010171025,736.1464817465699,731.3148185576725,4.831663188897323,254.9937552,252.78125599999998,VER
68,5849.0,-6566.0,5901.197987077954,-6392.5885242303675,181.09712803794574,759.1665499065411,736.8269444444444,22.339605462096756,224.1187344,245.0,VER
69,5837.00041221561,-6599.266848960924,5881.066121291486,-6466.110528400483,140.25830606974608,762.8313888888889,747.3602777777777,15.471111111111213,219.0,237.0,VER
70,5816.0,-6652.0,5869.0,-6505.0,156.26259949200897,768.4736363768749,752.2720221897431,16.20161418713178,214.55415786666666,232.87500342857143,VER
71,5781.171237954481,-6722.168159060211,5838.0,-6598.0,136.55489709281082,776.6980555555556,762.0844365938309,14.613618961724683,208.0,224.30357485714285,VER
72,5771.0,-6739.0,5829.734572196739,-6621.142171687076,131.6822602546466,778.7839626534878,764.6269444444443,14.157018209043486,206.33500288,222.0,VER
73,5719.543365859061,-6807.167153403774,5782.0,-6720.0,107.23312818682578,787.7536111111112,775.7950283032415,11.958582807869789,199.0,204.27000576,VER
74,5692.0,-6836.0,5780.8610256963475,-6721.657566517719,144.8118571887566,791.8561085648253,775.9602777777777,15.895830787047544,195.47083626666668,204.0,VER
75,5627.567167037057,-6889.935994918665,5630.0,-6889.0,2.6066765647755226,800.2869444444445,791.8152619896567,8.47168245478781,188.0,192.8625024,VER
76,5560.0,-6932.0,5621.097297121087,-6897.242099942176,70.29218542577874,808.1556734214267,793.0269444444443,15.128728976982416,182.9535734857143,192.0,VER
77,5504.852176423447,-6957.677636387066,5532.0,-6946.0,29.55285970142565,814.2091666666668,810.5722136253821,3.6369530412846416,179.0,187.31944533333333,VER
78,5460.0,-6974.0,5522.351363040238,-6950.055138342176,66.79108378210248,818.9436042490646,811.7269444444444,7.216659804620235,177.2678537142857,187.0,VER
79,5374.0,-6996.0,5476.0,-6969.0,105.51303237041384,827.6002472621142,816.5166225019536,11.083624760160546,174.05357257142856,181.66500352,VER
80,5372.551911238383,-6996.266535063672,5426.705804939947,-6984.49444959636,55.418644870566546,827.7425000000001,821.5047222222221,6.237777777777978,174.0,176.0,VER
81,5307.0,-7005.0,5362.0,-6998.0,55.44366510251645,834.1199960447645,828.060635627759,6.059360417005564,170.6,173.26000128,VER
82,5258.174259710648,-7007.967163474792,5332.176562796066,-7002.311658715864,74.21809480190356,838.9425000000001,831.0602777777777,7.882222222222367,168.0,172.0,VER
83,5195.0,-7007.0,5256.189729452571,-7007.9004458519385,61.19635441111721,845.2195494275728,838.6602777777778,6.5592716497950505,167.15,171.0,VER
84,5112.0,-6998.0,5229.0,-7008.0,117.42657280190033,853.5133119269782,841.3596800985063,12.15363182847193,166.025,171.0,VER
85,5110.298494718651,-6997.764974002086,5134.0,-7001.0,23.921261375792284,853.6980555555557,850.9016669626186,2.7963885929370917,166.0,171.0,VER
86,4987.0,-6964.0,5124.085119189291,-6999.711894949829,141.6604014679108,866.5486803860621,851.9602777777777,14.588402608284355,168.30640627406686,171.0,VER
87,4925.0347136892315,-6932.9633561163355,5032.0,-6979.0,116.45147081774464,870.5511111111113,861.6425384044181,8.908572706693121,169.0,174.59183493396245,VER
88,4851.0,-6891.0,4889.0,-6916.0,45.48626166217664,875.3431839770294,873.7343081112799,1.6088758657494964,172.6374976,178.94557706239667,VER
89,4755.509156371466,-6814.93827202057,4887.645865972751,-6915.298554081241,165.92858777061815,886.6400000000001,873.8877777777776,12.752222222222485,181.0,179.0,VER
90,4715.0,-6765.0,4829.505309028569,-6877.338162954542,160.40987703919404,895.6186183544972,884.221111111111,11.397507243386258,182.76999936,186.0,VER
91,4709.93599074657,-6758.6562118185475,4813.0,-6863.0,146.66225191045928,896.8066666666667,887.1810638013325,9.625602865334258,183.0,186.7125024,VER
92,4675.842732184824,-6715.208394798382,4775.913707502944,-6828.872615359996,151.43894854692803,905.2511111111112,892.5766666666666,12.674444444444589,190.0,188.0,VER
93,4642.0,-6668.0,4730.0,-6782.0,144.01388821915754,912.6578897406234,898.8706090729726,13.787280667650862,194.281248,191.24999822222222,VER
94,4635.51879192898,-6658.502776880663,4668.0,-6704.0,55.901933681435494,913.9177777777778,908.8450524788877,5.072725298890077,195.0,196.25000533333332,VER
95,4570.838136144966,-6558.998197422933,4647.358697136429,-6674.903365897555,138.88630002120007,925.0844444444446,912.3766666666666,12.707777777778006,201.0,198.0,VER
96,4540.0,-6509.0,4604.0,-6610.0,119.57006314291216,930.6393112570147,920.1189136674591,10.520397589555614,204.39499776,202.11000576,VER
97,4522.0,-6479.0,4585.019985794937,-6580.6180789116315,119.57321009024004,934.1217537310787,923.7099999999998,10.411753731078875,206.49499776,204.0,VER
98,4509.140230482165,-6457.559755682606,4528.0,-6488.0,35.80920803883405,936.6400000000001,933.9111013108032,2.7288986891968534,208.0,207.1607177142857,VER
99,4456.0,-6368.0,4483.961984461468,-6412.978449717208,52.96162303014102,947.1945753416863,939.9655555555554,7.229019786130948,214.19499776,209.0,VER
100,4449.11858348534,-6355.9519902809325,4408.0,-6281.0,85.48999213307899,948.5844444444446,950.6170091931158,-2.032564748671234,215.0,216.08000768,NOR
101,4397.0,-6262.0,4400.752504095017,-6268.3406272255315,7.3678246855004215,959.4696054696141,952.0211111111109,7.448494358503126,219.4500032,217.0,VER
102,4380.057157553258,-6231.469586257912,4335.0,-6152.0,91.3540507409649,963.3177777777779,973.0585935067296,-9.740815728951702,221.0,224.48889315555556,NOR
103,4287.0,-6067.0,4328.7344095406,-6140.942907821899,84.90768255499832,982.2276286351721,974.521111111111,7.7065175240610415,227.08163614790183,225.0,VER
104,4212.315798278731,-5937.33734235075,4285.0,-6064.0,146.0356874966844,991.492777777778,983.3003585311398,8.192419246638224,230.0,230.1375072,VER
105,4183.0,-5888.0,4277.515246870759,-6050.873029862888,188.31026458416378,995.2143331417001,984.7877777777776,10.426555363922489,231.4250048,231.0,VER
106,4091.2826759122017,-5746.9036484045,4187.270015934964,-5895.359581770096,176.78442690490513,1009.9261111111113,1003.1433333333332,6.782777777778051,237.0,236.0,VER
107,4051.0,-5689.0,4168.0,-5864.0,210.50890717496966,1019.0856120791276,1006.886086097448,12.199525981679585,240.4250048,236.2375008,VER
108,4045.325232978689,-5680.7763392220295,4104.0,-5765.0,102.6467404248559,1020.6372222222224,1018.74372564684,1.8934965753824144,241.0,236.98749973333332,VER
109,3969.0,-5580.0,4102.892153835204,-5763.3527922994235,227.03602203752942,1041.0575173537627,1018.9433333333333,22.114184020429434,245.72500305454545,237.0,VER
110,3885.300916156213,-5487.0888041767,4019.0,-5645.0,206.9091365479361,1050.9483333333335,1033.562533460702,17.385799872631424,248.0,241.66666972520838,VER
111,3783.0,-5381.0,3993.5439281239996,-5611.833940051028,312.43087803443075,1061.7639303807605,1037.7758333333334,23.988097047427118,248.0,243.0,VER
112,3781.305067753362,-5379.352290499219,3969.0,-5581.0,275.48355003154273,1061.9705555555556,1041.7251233770214,20.2454321785342,248.0,243.5437512,VER
113,3705.106351186515,-5312.181662906906,3853.0,-5448.0,200.79629491128486,1072.9927777777777,1059.5054171852555,13.487360592522236,248.0,245.9812488,VER
114,3646.8961273583263,-5275.796825768749,3852.137257638116,-5447.082069810016,267.32481438280655,1084.0149999999999,1059.6425000000002,24.372499999999718,248.0,246.0,VER
115,3594.0,-5247.0,3785.0,-5383.0,234.47174669882938,1092.1271921761495,1069.0411923456945,23.085999830454966,248.83571382857144,246.34249984,VER
116,3499.0548064247246,-5201.809915914315,3599.0,-5250.0,110.95641451932683,1103.4594444444444,1082.771965495371,20.687478949073466,250.0,246.84249984,VER
117,3470.0,-5192.0,3551.4209651301003,-5219.349670337973,85.89166449844141,1106.0246036403564,1087.0869444444445,18.93765919591192,249.81500032,247.0,VER
118,3310.7251277834066,-5154.794712512914,3467.9171577861716,-5178.56305696922,158.9788303346826,1117.2927777777777,1100.7536111111112,16.53916666666646,249.0,246.0,VER
119,3279.0,-5149.0,3372.0,-5165.0,94.36630754670864,1119.8435646085181,1116.9022832146247,2.941281393893405,248.81500032,245.15357165714286,VER
120,3184.869851420206,-5137.914207111151,3344.8201050539683,-5160.617030290914,161.5534023715888,1131.0705555555555,1119.8091666666667,11.26138888888886,248.0,245.0,VER
121,3124.0,-5135.0,3249.0,-5146.0,125.4830665866913,1139.1588292598021,1129.0052512416828,10.153578018119333,248.58499968,243.4777784888889,VER
122,3068.838796920406,-5131.770434360389,3187.0,-5140.0,118.44743840131682,1144.903888888889,1135.6697355910362,9.2341532978528,249.0,242.3666673777778,VER
123,2955.0,-5124.0,3102.963233146453,-5134.467032701999,148.33299409348,1155.7555231745177,1143.9091666666668,11.846356507850942,247.6916672,241.0,VER
124,2904.0307066711694,-5119.799263853321,3008.0,-5129.0,104.37560778715132,1161.3705555555557,1153.129675695516,8.24087986003974,247.0,241.8562496,VER
125,2752.0,-5080.0,2993.3247828742597,-5128.0514637328515,246.0621750618695,1176.7778278786868,1154.6647222222223,22.11310565646454,234.16250346666666,242.0,VER
126,2749.3081030594935,-5078.798313070385,2815.0,-5099.0,68.72796722182532,1176.9705555555556,1172.6744840013966,4.296071554158971,234.0,234.0857161142857,VER
127,2574.0,-4988.0,2812.4620769976927,-5098.177785795684,262.6848047544684,1188.292136573391,1172.8647222222223,15.427414351168636,230.45999616,234.0,VER
128,2555.878007919325,-4977.728557665359,2655.0,-5037.0,115.49144206593867,1189.7483333333334,1183.9358361067812,5.812497226552296,230.0,226.03500288,VER
129,2454.696506691049,-4896.661834169903,2640.7376123228487,-5030.715414845546,229.3069023746636,1209.6594444444445,1185.3647222222226,24.294722222221935,224.0,225.0,VER
130,2424.0,-4857.0,2571.0,-4986.0,195.57607215607945,1216.9033781520727,1200.0122593030394,16.89111884903332,223.2687504,222.46071497142856,VER
131,2408.9930321226466,-4838.3013560872805,2555.6243445949967,-4973.496959709735,199.4457145094972,1219.5705555555555,1202.631388888889,16.93916666666655,223.0,222.0,VER
132,2364.0,-4780.0,2435.0,-4868.0,113.07077429645558,1226.8471834822967,1217.9926279904673,8.854555491829387,223.58499968,217.00277902222223,VER
133,2337.2669524797084,-4736.939360560275,2396.0,-4823.0,104.19215196834698,1232.015,1223.9521210431649,8.06287895683522,224.0,215.05833457777777,VER
134,2332.0,-4727.0,2394.835167287762,-4821.4188940939275,113.41598568985476,1233.0731675061704,1224.131388888889,8.941778617281443,224.04250048,215.0,VER
135,2243.0,-4487.0,2278.0,-4600.0,118.29623831720095,1252.969729117921,1243.237768679263,9.731960438658007,224.84,216.9812496,VER
136,2232.274933801044,-4451.839616352819,2277.269955921983,-4598.28145804149,153.19844977294517,1257.015,1243.420277777778,13.594722222222117,225.0,217.0,VER
137,2210.0699759824456,-4368.699723404165,2245.9186983589957,-4500.304492413783,136.39994912794498,1269.792777777778,1258.0869444444447,11.705833333333203,230.0,220.0,VER
138,2208.0,-4361.0,2237.0,-4466.0,108.93117092916977,1270.818706673166,1262.8425479369732,7.976158736192701,230.08,220.0,VER
139,2178.509575663404,-4254.360089965921,2225.1440577287703,-4422.701602510326,174.6815381293708,1282.6261111111112,1267.8647222222226,14.761388888888632,231.0,220.0,VER
140,2140.0,-4125.0,2179.0,-4261.0,141.4814475470194,1295.184613447307,1284.0301822755343,11.154431171772558,230.14689886245753,224.82243326054743,VER
141,1956.0,-3725.0,2168.8188988484426,-4224.889644790932,543.3061205952567,1339.1825431330856,1288.0163888888892,51.16615424419638,227.10010908552016,226.0,VER
142,1946.72233197687,-3714.1244115667914,2148.0,-4152.0,481.9208758609218,1340.5741666666668,1295.4346531523202,45.13951351434662,227.0,227.25357074285714,VER
143,1868.0,-3636.0,2103.8272606886944,-4004.4880345210086,437.49048957559,1351.1521732043095,1305.8275000000003,45.32467320430919,221.83750186666666,229.0,VER
144,1792.0,-3575.0,2081.0,-3932.0,459.31470692761405,1360.5555097417828,1312.0621017266571,48.493408015125624,217.1708352,229.69285851428572,VER
145,1727.7315805493704,-3530.6744370465694,2059.0556016375153,-3876.946046324178,479.2490316544441,1368.9741666666669,1323.794166666667,45.179999999999836,213.0,231.0,VER
146,1680.0,-3507.0,2046.0,-3854.0,504.34611131642527,1373.519031993164,1328.6406850338135,44.87834695935044,213.0,229.0750016,VER
147,1469.0,-3433.0,1994.813668867766,-3772.003497256155,625.6223985121412,1387.7856285278497,1338.794166666667,48.99146186118264,213.0,225.0,VER
148,1443.4299625614326,-3425.4883409285344,1987.0,-3762.0,639.3031223856144,1390.2741666666668,1339.854498413637,50.41966825302984,213.0,224.91499904,VER
149,1372.158746300783,-3415.2635809582025,1870.715141320938,-3644.152679853537,548.5879132906696,1404.5408333333337,1351.2386111111114,53.302222222222326,214.0,224.0,VER
150,1349.0,-3414.0,1790.0,-3574.0,469.12791432614625,1408.0286684044704,1359.567591276085,48.46107712838534,214.90342896516964,220.5749952,VER
151,1188.0,-3403.0,1736.5916360741164,-3535.259356545291,564.3095963779548,1423.8836030143802,1370.4386111111114,53.44499190326883,218.95327002183578,216.0,VER
152,1186.0594805440264,-3402.879928592615,1701.0,-3518.0,527.6517501330108,1424.0683333333336,1377.2733010620786,46.79503227125497,219.0,211.6125024,VER
153,1085.965109833075,-3397.310242179509,1682.8494000012092,-3509.5535909671253,607.3462152648816,1433.9794444444447,1379.7719444444447,54.20749999999998,223.0,210.0,VER
154,1063.0,-3396.0,1563.0,-3459.0,503.9533708588524,1436.2897450251091,1392.315383033204,43.9743619919052,223.52857051428572,208.19166506666667,VER
155,925.0,-3386.0,1549.9489188618409,-3454.5557904046036,628.6978985049844,1450.1705203984257,1393.6386111111115,56.53190928731419,226.6714313142857,208.0,VER
156,910.5271347562981,-3384.487904243677,1438.0881875526445,-3426.478294920249,529.229494016311,1451.6350000000002,1405.1386111111115,46.49638888888876,227.0,207.0,VER
157,813.0,-3371.0,1382.0,-3418.0,570.9378249862239,1461.6943301558206,1410.7876167895158,50.90671336630476,228.12142811428572,208.61666986666665,VER
158,740.3703831359164,-3355.102724918468,1310.0,-3411.0,572.3656224567153,1469.4461111111113,1417.8463243662995,51.59978674481181,229.0,210.61666986666665,VER
159,717.0,-3348.0,1296.127604369162,-3409.8923044590824,582.4254797771304,1471.7268121869047,1419.205277777778,52.521534409126616,227.28214582857143,211.0,VER
160,536.7642706353957,-3269.198626623195,1153.0,-3401.0,630.1730525574206,1486.2461111111113,1433.3212295749424,52.92488153616887,216.0,213.9624992,VER
161,461.0,-3230.0,1053.854163409736,-3395.9790430097037,615.6501456108615,1494.283225521832,1443.2052777777783,51.077947744053745,212.5749952,216.0,VER
162,431.45685390679546,-3212.7655518105576,1020.0,-3394.0,615.8156867308746,1500.2461111111115,1446.7036731718774,53.542437939234105,210.0,217.43011201603164,VER
163,396.0,-3183.0,910.0,-3384.0,551.903071200007,1508.0430481513483,1457.8703147109795,50.1727334403688,205.88999424,221.94623358939444,VER
164,365.4200093707599,-3155.5350129716608,878.2747452785603,-3379.2461937142853,559.5236121311763,1511.5794444444448,1460.4877777777783,51.09166666666647,204.0,223.0,VER
165,232.0,-3031.0,718.0,-3348.0,580.2456376397844,1523.576249293193,1472.8333537981432,50.74289549504988,199.47916266666667,223.82499946666667,VER
166,222.0052758871907,-3021.03841991613,693.4058133215741,-3341.9761217906007,570.2801725274097,1524.8461111111114,1475.4211111111115,49.424999999999955,199.0,224.0,VER
167,181.63563458676435,-2975.285571703058,594.0,-3303.0,526.7267948155401,1533.6905555555559,1490.9084783626124,42.78207719294346,199.0,218.28889031111112,VER
168,156.6864238476934,-2934.104916307175,539.8815912335663,-3275.871243916434,513.4615457806035,1542.4461111111113,1497.0211111111114,45.424999999999955,197.0,216.0,VER
169,153.0,-2928.0,509.0,-3259.0,486.10389835918824,1543.3683396883391,1500.3916174477763,42.97672224056282,196.81785508571429,214.81250133333333,VER
170,95.0,-2826.0,419.13836812594514,-3200.627635369851,495.39029751717646,1555.2063613113678,1511.0877777777782,44.11858353358957,194.46071497142856,211.0,VER
171,85.42614332240112,-2804.7165031736076,402.0,-3188.0,497.1169335993253,1557.5350000000003,1513.2057733337952,44.32922666620516,194.0,209.9593768,VER
172,67.0,-2757.0,297.0,-3099.0,412.1456053386958,1562.8259257251082,1526.6432970916226,36.18262863348559,195.45500288,203.2093768,VER
173,50.36929236269991,-2707.479474983077,279.64708770204817,-3081.6822495838373,438.8576351786299,1568.4794444444447,1529.0433333333337,39.436111111110904,197.0,202.0,VER
174,37.0,-2631.0,219.8153862368394,-3015.710905904039,425.93890003899753,1576.0148434400523,1537.9766666666671,38.0381767733852,197.8562512,201.0,VER
175,36.331572936002544,-2615.21764741962,214.0,-3009.0,432.0076517599356,1577.2794444444446,1538.9189402160803,38.360504228364334,198.0,200.6812512,VER
176,44.26704215982856,-2481.984269518054,168.5281908453846,-2953.134343136334,487.2609413272977,1586.123888888889,1546.776666666667,39.347222222221944,199.0,198.0,VER
177,62.0,-2363.0,149.0,-2922.0,565.7296173968621,1595.1840365367823,1549.880062979683,45.3039735570992,204.2333312,197.3666673777778,VER
178,86.95200660540591,-2282.953896222358,61.0,-2739.0,456.7839264002347,1607.223888888889,1562.8017685789098,44.422120309979164,211.0,194.7000007111111,VER
179,111.89339584372905,-2232.091150581499,48.26227944777468,-2707.826722057781,479.9721376722405,1616.6905555555556,1566.176666666667,50.51388888888869,213.0,194.0,VER
180,115.0,-2225.0,39.79522838332851,-2663.2430052601558,444.64895067161535,1617.7056973159683,1576.8433333333335,40.86236398263486,213.4250048,192.0,VER
181,145.3893332473511,-2151.0157045059727,38.0,-2637.0,497.7079508729358,1626.335,1580.902407435814,45.43259256418605,217.0,191.0375008,VER
182,162.0,-2110.0,34.624093582105964,-2596.690835014461,503.0830850096764,1629.7500888084637,1585.2877777777778,44.462311030685896,218.12,190.0,VER
183,219.23519115931796,-1969.680716370999,32.0,-2542.0,602.1680655947134,1638.6127777777779,1590.489033100505,48.12374467727295,221.0,192.4249984,VER
184,241.0,-1916.0,33.19097768235734,-2507.5545103844156,626.9938823567262,1642.0867314903967,1593.91,48.176731490396605,221.7,194.0,VER
185,296.2104990114227,-1776.8843939440635,54.0,-2392.0,661.0848165288055,1653.5461111111113,1605.9437127294711,47.602398381640114,224.0,198.7468736,VER
186,333.6277052284149,-1674.6328991364787,72.0063443577967,-2335.4073921312847,710.6818325075836,1665.9905555555556,1611.7766666666669,54.21388888888873,224.0,201.0,VER
187,345.0,-1640.0,83.0,-2305.0,714.751005595655,1670.871231123237,1615.035511520443,55.83571960279414,226.74444444444444,202.70999808,VER
188,374.12515168327894,-1520.0402254225937,111.58912452226592,-2234.0164884959204,760.7149727655163,1689.6905555555556,1623.2766666666669,66.41388888888878,237.0,207.0,VER
189,377.0,-1491.0,137.0,-2173.0,722.9965421770702,1693.387434766558,1628.8786300353431,64.50880473121492,237.0,208.2124992,VER
190,379.71843377745313,-1403.3110801980463,157.79020255273153,-2122.244193760077,752.4074438696957,1702.791388888889,1632.5655555555559,70.22583333333318,237.0,209.0,VER
191,373.0,-1326.0,250.0,-1894.0,581.1652088692165,1710.4844202983286,1648.2707295229804,62.21369077534814,237.0,217.8687544,VER
192,332.0,-1186.0,261.4133391743,-1865.6567961190563,683.3124008806974,1724.9726321444496,1652.1211111111115,72.85152103333803,237.0,220.0,VER
193,326.03863599308016,-1171.9546774381874,282.0,-1813.0,642.5562286979322,1726.491388888889,1664.4987743084753,61.99261458041383,237.0,224.12499733333334,VER
194,276.75207060039764,-1077.5435007140534,289.5979534356078,-1793.0508589976862,715.6226634643699,1737.069166666667,1667.1211111111115,69.94805555555536,238.0,225.0,VER
195,256.0,-1045.0,326.0,-1695.0,653.7583651472461,1740.8308378355755,1676.9546492882116,63.87618854736388,238.0,225.0,VER
196,197.9557492237792,-966.5979458565625,343.31573733779,-1644.5478028974774,693.3581576691099,1750.291388888889,1682.1836111111115,68.10777777777753,238.0,225.0,VER
197,191.0,-958.0,366.0,-1563.0,629.8015560476173,1751.425612779815,1690.9930065016883,60.43260627812674,238.33999872,228.9142912,VER
198,110.48446010750077,-873.7079403525065,378.64792984384553,-1473.7701316668192,657.2566317246029,1763.7358333333334,1700.3058333333338,63.42999999999961,242.0,233.0,VER
