Point_Index,VER_X,VER_Y,NOR_X,NOR_Y,Euclidean_Distance_m,VER_Track_Distance,NOR_Track_Distance,Track_Distance_Gap_m,VER_Speed,NOR_Speed,Distance_Leader
0,1635.0171520632969,-573.1334220048266,1602.9283434384602,-535.7814882515955,49.24285322833309,-0.01076194533613184,0.21487859842859358,-0.22564054376472542,274.1937504,276.7125024,NOR
1,1662.0500708581149,-604.3646531496003,1633.0,-571.0,44.23919864390204,9.862777777777776,4.860451873201811,5.002325904575965,275.0,277.4624992,VER
2,1795.0,-760.0,1654.6820997777947,-596.3292435493236,215.5857825551244,28.479603354185492,8.195,20.284603354185492,279.6149567849231,278.0,VER
3,1904.739723366385,-888.8377886435716,1756.3854270832273,-714.899741402639,228.61198897621233,38.1411111111111,23.750555555555557,14.390555555555544,282.0,280.0,VER
4,1968.0,-963.0,1765.0,-725.0,312.8146416010606,44.16642135322152,25.073996113085045,19.09242524013648,282.0,280.08500096,VER
5,2053.1768950897067,-1062.166308675634,1856.0,-832.0,303.07632307157286,56.9411111111111,39.12574325810878,17.81536785300232,282.0,280.98499968,VER
6,2111.0181934678744,-1128.815454105528,1857.5263620850956,-833.7827204898662,388.97612070990334,76.07444444444442,39.36166666666667,36.71277777777775,287.0,281.0,VER
7,2144.0,-1168.0,1969.0,-963.0,269.5366394388711,82.25188934813644,56.61490053592716,25.63698881220928,287.57749952,284.1711923612603,VER
8,2175.0,-1205.0,2062.0,-1072.0,174.52220489095365,87.07409418791187,71.09608288554927,15.978011302362603,288.02750144,286.8016684356852,VER
9,2311.0,-1364.0,2104.4790029678725,-1122.2941932854058,317.91920233716115,108.05382624891413,77.68166666666667,30.372159582247463,289.97749952,288.0,VER
10,2312.88609418943,-1366.1900935240938,2155.0,-1182.0,242.59845277908917,108.29666666666665,85.54286817418162,22.753798492485032,290.0,288.6125008,VER
11,2455.412467109027,-1531.6256923347792,2186.597993681961,-1218.9380641807413,412.3527299830435,124.51888888888887,90.5261111111111,33.99277777777776,292.0,289.0,VER
12,2491.0,-1573.0,2292.0,-1341.0,305.6550343115585,129.14949990381973,106.44927316240158,22.70022674141815,292.1781256,290.64166613333333,VER
13,2598.5691459207274,-1698.7466467845027,2318.4537508382264,-1371.780968885139,430.5475456745934,150.5633333333333,109.92611111111111,40.63722222222219,293.0,291.0,VER
14,2639.0,-1746.0,2425.3655048981163,-1496.6705806131379,328.3364994471777,158.49380501854034,122.85944444444445,35.63436057409589,293.80833493333336,291.0,VER
15,2713.5062262618176,-1832.813665645821,2471.0,-1550.0,372.54910985234426,170.22999999999996,129.11825893059557,41.11174106940439,295.0,291.69999941818185,VER
16,2789.0,-1921.0,2620.0,-1724.0,259.5573154430443,181.5399148522174,157.021218631412,24.518696220805396,296.14166826666667,294.7909085090909,VER
17,2885.0,-2034.0,2631.0599240551355,-1736.9716276382499,390.78308069663666,196.46457474092767,158.915,37.54957474092768,297.64166613333333,295.0,VER
