Point_Index,VER_Speed,NOR_Speed,Speed_Gap_kmh,Speed_Gap_Advantage,VER_Distance,NOR_Distance,Distance_Difference,VER_RPM,NOR_RPM,VER_nGear,NOR_nGear,VER_Throttle,NOR_Throttle,VER_Brake,NOR_Brake,VER_DRS,NOR_DRS
126,234.0,234.0857161142857,-0.08571611428570236,NOR,1176.9705555555556,1172.6744840013966,4.296071554158971,10340.0,11658.1498112,6,6,9.0,0.5571547428571364,True,False,0,0
127,230.45999616,234.0,-3.540003839999997,NOR,1188.292136573391,1172.8647222222223,15.427414351168636,10126.71476864,11667.0,6,6,20.505012479999998,0.0,True,True,0,0
128,230.0,226.03500288,3.9649971199999925,VER,1189.7483333333334,1183.9358361067812,5.812497226552296,10099.0,11736.02997504,6,6,22.0,0.0,False,True,0,0
129,224.0,225.0,-1.0,NOR,1209.6594444444445,1185.3647222222226,24.294722222221935,10076.0,11745.0,6,5,64.0,0.0,False,True,0,0
130,223.2687504,222.46071497142856,0.8080354285714293,VER,1216.9033781520727,1200.0122593030394,16.89111884903332,10088.4312432,11454.6750784,6,5,69.8499968,6.771426742857143,False,True,0,0
131,223.0,222.0,1.0,VER,1219.5705555555555,1202.631388888889,16.93916666666655,10093.0,11402.0,6,5,72.0,8.0,False,False,0,0
132,223.58499968,217.00277902222223,6.582220657777782,VER,1226.8471834822967,1217.9926279904673,8.854555491829387,10129.85497984,11464.108317866667,6,5,85.45499264,57.25832106666667,False,False,0,0
133,224.0,215.05833457777777,8.94166542222223,VER,1232.015,1223.9521210431649,8.06287895683522,10156.0,11488.274984533333,6,5,95.0,76.42498773333334,False,False,0,0
134,224.04250048,215.0,9.042500480000001,VER,1233.0731675061704,1224.131388888889,8.941778617281443,10165.01010176,11489.0,6,5,95.2125024,77.0,False,False,0,0
135,224.84,216.9812496,7.858750399999991,VER,1252.969729117921,1243.237768679263,9.731960438658007,10334.08,11556.3624864,6,5,99.2,97.8031208,False,False,0,0
136,225.0,217.0,8.0,VER,1257.015,1243.420277777778,13.594722222222117,10368.0,11557.0,6,5,100.0,98.0,False,False,0,0
137,230.0,220.0,10.0,VER,1269.792777777778,1258.0869444444447,11.705833333333203,10406.0,11672.0,6,5,100.0,98.0,False,False,0,0
138,230.08,220.0,10.080000000000013,VER,1270.818706673166,1262.8425479369732,7.976158736192701,10403.6,11705.6374448,6,5,100.0,98.0,False,False,0,0
139,231.0,220.0,11.0,VER,1282.6261111111112,1267.8647222222226,14.761388888888632,10376.0,11741.0,6,5,100.0,98.0,False,False,0,0
140,230.14689886245753,224.82243326054743,5.324465601910106,VER,1295.184613447307,1284.0301822755343,11.154431171772558,10606.977132989623,11846.289792855287,6,5,81.44505025845135,98.0,False,False,0,0
141,227.10010908552016,226.0,1.1001090855201596,VER,1339.1825431330856,1288.0163888888892,51.16615424419638,11431.895465095418,11872.0,6,5,15.177372610063287,98.0,False,False,0,0
142,227.0,227.25357074285714,-0.25357074285713566,NOR,1340.5741666666668,1295.4346531523202,45.13951351434662,11459.0,11987.328508342856,6,5,13.0,94.65714468571429,False,False,0,0
143,221.83750186666666,229.0,-7.162498133333344,NOR,1351.1521732043095,1305.8275000000003,45.32467320430919,11222.631335466667,12148.0,6,5,26.643745066666668,90.0,False,False,0,0
144,217.1708352,229.69285851428572,-12.522023314285718,NOR,1360.5555097417828,1312.0621017266571,48.493408015125624,11008.9646688,12044.417652114285,6,5,38.977078399999996,76.48925897142857,False,False,0,0
145,213.0,231.0,-18.0,NOR,1368.9741666666669,1323.794166666667,45.179999999999836,10818.0,11849.0,5,5,50.0,51.0,False,False,0,0
146,213.0,229.0750016,-16.075001600000007,NOR,1373.519031993164,1328.6406850338135,44.87834695935044,10876.391618133333,11681.5251392,5,5,56.20277262222222,35.92084586666667,False,False,0,0
147,213.0,225.0,-12.0,NOR,1387.7856285278497,1338.794166666667,48.99146186118264,11059.149902933334,11327.0,5,5,75.61665635555556,4.0,False,False,0,0
148,213.0,224.91499904,-11.914999039999998,NOR,1390.2741666666668,1339.854498413637,50.41966825302984,11091.0,11290.78959104,5,5,79.0,5.1900134399999995,False,False,0,0
149,214.0,224.0,-10.0,NOR,1404.5408333333337,1351.2386111111114,53.302222222222326,11186.0,10901.0,5,5,87.0,18.0,False,False,0,0
150,214.90342896516964,220.5749952,-5.671566234830351,NOR,1408.0286684044704,1359.567591276085,48.46107712838534,11223.221273364989,10986.62512,5,5,89.34891530944105,18.8562512,False,False,0,0
151,218.95327002183578,216.0,2.9532700218357775,VER,1423.8836030143802,1370.4386111111114,53.44499190326883,11390.074724899634,11101.0,5,5,99.878502056773,20.0,False,False,0,0
152,219.0,211.6125024,7.387497599999989,VER,1424.0683333333336,1377.2733010620786,46.79503227125497,11392.0,10864.8063792,5,5,100.0,21.4624992,False,False,0,0
153,223.0,210.0,13.0,VER,1433.9794444444447,1379.7719444444447,54.20749999999998,11392.0,10778.0,5,5,100.0,22.0,False,False,0,0
154,223.52857051428572,208.19166506666667,15.336905447619046,VER,1436.2897450251091,1392.315383033204,43.9743619919052,11392.0,11020.316881066667,5,5,100.0,53.64586133333333,False,False,0,0
155,226.6714313142857,208.0,18.671431314285712,VER,1450.1705203984257,1393.6386111111115,56.53190928731419,11392.0,11046.0,5,5,100.0,57.0,False,False,0,0
156,227.0,207.0,20.0,VER,1451.6350000000002,1405.1386111111115,46.49638888888876,11392.0,11069.0,5,5,100.0,74.0,False,False,0,0
157,228.12142811428572,208.61666986666665,19.504758247619066,VER,1461.6943301558206,1410.7876167895158,50.90671336630476,11290.510755657142,11121.945938133333,5,5,47.85359268571429,83.7000192,False,False,0,0
158,229.0,210.61666986666665,18.383330133333345,VER,1469.4461111111113,1417.8463243662995,51.59978674481181,11211.0,11187.445938133333,5,5,7.0,95.7000192,True,False,0,0
159,227.28214582857143,211.0,16.28214582857143,VER,1471.7268121869047,1419.205277777778,52.521534409126616,11125.371576685715,11200.0,5,5,7.792855771428571,98.0,True,False,0,0
160,216.0,213.9624992,2.0375008000000037,VER,1486.2461111111113,1433.3212295749424,52.92488153616887,10563.0,11370.63995392,5,5,13.0,98.59249984,True,False,0,0
161,212.5749952,216.0,-3.4250048000000106,NOR,1494.283225521832,1443.2052777777783,51.077947744053745,10381.4747456,11488.0,5,5,21.562511999999998,99.0,True,False,0,0
162,210.0,217.43011201603164,-7.430112016031643,NOR,1500.2461111111115,1446.7036731718774,53.542437939234105,10245.0,11525.591515849976,5,5,28.0,97.56988798396834,True,False,0,0
163,205.88999424,221.94623358939444,-16.056239349394446,NOR,1508.0430481513483,1457.8703147109795,50.1727334403688,10254.59001344,11644.30099720694,5,5,28.68500096,93.05376641060556,True,False,0,0
164,204.0,223.0,-19.0,NOR,1511.5794444444448,1460.4877777777783,51.09166666666647,10259.0,11672.0,5,5,29.0,92.0,False,False,0,0
165,199.47916266666667,223.82499946666667,-24.3458368,NOR,1523.576249293193,1472.8333537981432,50.74289549504988,10173.104090666666,11482.250122666666,5,5,46.17918186666667,48.275028266666666,False,False,0,0
166,199.0,224.0,-25.0,NOR,1524.8461111111114,1475.4211111111115,49.424999999999955,10164.0,11442.0,5,5,48.0,39.0,False,False,0,0
167,199.0,218.28889031111112,-19.288890311111118,NOR,1533.6905555555559,1490.9084783626124,42.78207719294346,10023.0,11209.272280177778,5,5,40.0,11.158340266666666,False,False,0,0
168,197.0,216.0,-19.0,NOR,1542.4461111111113,1497.0211111111114,45.424999999999955,10023.0,11116.0,5,5,40.0,0.0,False,False,0,0
169,196.81785508571429,214.81250133333333,-17.994646247619045,NOR,1543.3683396883391,1500.3916174477763,42.97672224056282,10026.278608457143,11056.387566933334,5,5,41.94287908571429,0.0,False,False,0,0
170,194.46071497142856,211.0,-16.53928502857144,NOR,1555.2063613113678,1511.0877777777782,44.11858353358957,10068.707130514285,10865.0,5,5,67.08570697142858,0.0,False,False,0,0
171,194.0,209.9593768,-15.959376800000001,NOR,1557.5350000000003,1513.2057733337952,44.32922666620516,10077.0,10832.8563056,5,5,72.0,0.9249984,False,False,0,0
172,195.45500288,203.2093768,-7.754373920000006,NOR,1562.8259257251082,1526.6432970916226,36.18262863348559,10147.3251392,10624.3563056,5,5,75.88000768,6.9249984,False,False,0,0
173,197.0,202.0,-5.0,NOR,1568.4794444444447,1529.0433333333337,39.436111111110904,10222.0,10587.0,5,5,80.0,8.0,False,False,0,0
174,197.8562512,201.0,-3.1437487999999973,NOR,1576.0148434400523,1537.9766666666671,38.0381767733852,10418.937776,10388.0,5,5,87.7062608,22.0,False,False,0,0
175,198.0,200.6812512,-2.6812511999999913,NOR,1577.2794444444446,1538.9189402160803,38.360504228364334,10452.0,10394.906224,5,5,89.0,22.8499968,False,False,0,0
176,199.0,198.0,1.0,VER,1586.123888888889,1546.776666666667,39.347222222221944,10581.0,10453.0,5,5,94.0,30.0,False,False,0,0
177,204.2333312,197.3666673777778,6.866663822222222,VER,1595.1840365367823,1549.880062979683,45.3039735570992,10793.822135466668,10392.991734044444,5,5,96.6166656,26.991670044444444,False,False,0,0
178,211.0,194.7000007111111,16.2999992888889,VER,1607.223888888889,1562.8017685789098,44.422120309979164,11069.0,10140.325067377778,5,5,100.0,14.325003377777778,False,False,0,0
179,213.0,194.0,19.0,VER,1616.6905555555556,1566.176666666667,50.51388888888869,11244.0,10074.0,5,5,100.0,11.0,False,False,0,0
180,213.4250048,192.0,21.42500480000001,VER,1617.7056973159683,1576.8433333333335,40.86236398263486,11251.5438352,10162.0,5,5,100.0,40.0,False,False,0,0
181,217.0,191.0375008,25.962499199999996,VER,1626.335,1580.902407435814,45.43259256418605,11315.0,10129.7562768,5,5,100.0,48.662492799999995,False,False,0,0
182,218.12,190.0,28.120000000000005,VER,1629.7500888084637,1585.2877777777778,44.462311030685896,11330.12,10095.0,5,5,100.0,58.0,False,False,0,0
183,221.0,192.4249984,28.575001600000007,VER,1638.6127777777779,1590.489033100505,48.12374467727295,11369.0,10246.5624,5,5,100.0,64.6687456,False,False,0,0
184,221.7,194.0,27.69999999999999,VER,1642.0867314903967,1593.91,48.176731490396605,11243.233333333334,10345.0,5,5,100.0,69.0,False,False,0,0
185,224.0,198.7468736,25.253126400000014,VER,1653.5461111111113,1605.9437127294711,47.602398381640114,10830.0,10614.8936704,5,5,100.0,88.66561920000001,False,False,0,0
186,224.0,201.0,23.0,VER,1665.9905555555556,1611.7766666666669,54.21388888888873,10501.0,10743.0,6,5,100.0,98.0,False,False,0,0
187,226.74444444444444,202.70999808,24.03444636444445,VER,1670.871231123237,1615.035511520443,55.83571960279414,10523.377777777778,10812.53992192,6,5,97.04444444444445,98.0,False,False,0,0
188,237.0,207.0,30.0,VER,1689.6905555555556,1623.2766666666669,66.41388888888878,10607.0,10987.0,6,5,86.0,98.0,False,False,0,0
189,237.0,208.2124992,28.787500800000004,VER,1693.387434766558,1628.8786300353431,64.50880473121492,10619.100498620945,11122.1936608,6,5,84.030151387288,98.0,False,False,0,0
190,237.0,209.0,28.0,VER,1702.791388888889,1632.5655555555559,70.22583333333318,10650.0,11210.0,6,5,79.0,98.0,False,False,0,0
191,237.0,217.8687544,19.1312456,VER,1710.4844202983286,1648.2707295229804,62.21369077534814,10689.64997831111,11462.356375200001,6,5,80.62499911111111,98.8062504,False,False,0,0
192,237.0,220.0,17.0,VER,1724.9726321444496,1652.1211111111115,72.85152103333803,10764.205533866667,11523.0,6,5,83.68055466666667,99.0,False,False,0,0
193,237.0,224.12499733333334,12.87500266666666,VER,1726.491388888889,1664.4987743084753,61.99261458041383,10772.0,11786.174829866666,6,5,84.0,99.0,False,False,0,0
194,238.0,225.0,13.0,VER,1737.069166666667,1667.1211111111115,69.94805555555536,10830.0,11842.0,6,5,87.0,99.0,False,False,0,0
195,238.0,225.0,13.0,VER,1740.8308378355755,1676.9546492882116,63.87618854736388,10842.25498624,11784.96268666229,6,5,90.13499648,99.0,False,False,0,0
196,238.0,225.0,13.0,VER,1750.291388888889,1682.1836111111115,68.10777777777753,10873.0,11755.0,6,5,98.0,99.0,False,False,0,0
197,238.33999872,228.9142912,9.425707520000003,VER,1751.425612779815,1690.9930065016883,60.43260627812674,10886.1749504,11208.4670912,6,5,98.16999936,92.14999040000001,False,False,0,0
198,242.0,233.0,9.0,VER,1763.7358333333334,1700.3058333333338,63.42999999999961,11028.0,10638.0,6,6,100.0,85.0,False,False,0,0
199,242.13214262857142,233.41785691428572,8.714285714285694,VER,1766.2282085083452,1707.9202288888355,58.30797961950975,11035.135701942858,10655.132133485715,6,6,100.0,80.82143085714286,False,False,0,0
200,242.92142902857142,234.0,8.921429028571424,VER,1781.140100697996,1718.5058333333338,62.634267364662264,11077.757167542857,10679.0,6,6,100.0,75.0,False,False,0,0
201,243.0,233.7687504,9.231249600000012,VER,1782.6358333333335,1720.9019859496389,61.73384738369464,11082.0,10688.9437328,6,6,100.0,75.4624992,False,False,0,0
202,247.0,233.0,14.0,VER,1801.8469444444447,1728.8613888888895,72.98555555555527,11138.0,10722.0,6,6,100.0,77.0,False,False,0,0
203,247.58999936,233.48749973333332,14.102499626666685,VER,1809.9633228006105,1736.4555737604378,73.50774904017271,11138.0,10739.062490666667,6,6,100.0,79.92499839999999,False,False,0,0
204,248.0,234.0,14.0,VER,1815.6247222222225,1744.4613888888894,71.16333333333318,11138.0,10757.0,6,6,100.0,83.0,False,False,0,0
205,248.22430070515654,234.1062512,14.118049505156534,VER,1816.8716085971034,1745.5692191387325,71.30238945837095,11151.121591251656,10774.6376992,6,6,100.0,83.6375072,False,False,0,0
206,251.21495550703162,235.0,16.21495550703162,VER,1833.6427675735672,1754.9058333333337,78.7369342402335,11326.07489716135,10923.0,6,6,100.0,89.0,False,False,0,0
207,252.0,235.69285851428572,16.307141485714283,VER,1838.0947222222223,1761.2687686547602,76.8259535674622,11372.0,10976.3501056,6,6,100.0,92.46429257142857,False,False,0,0
208,254.05500288,237.0,17.05500287999999,VER,1847.8502807016632,1773.339166666667,74.51111403499613,11436.39009024,11077.0,6,6,100.0,99.0,False,False,0,0
209,257.35499904,239.0,18.354999039999996,VER,1863.6662455655269,1783.9613888888894,79.70485667663752,11539.78996992,11059.0,6,6,100.0,100.0,False,False,0,0
210,258.0,239.82499931428572,18.17500068571428,VER,1866.761388888889,1789.1056019048308,77.6557869840583,11560.0,11095.5749696,6,6,100.0,99.72500022857143,False,False,0,0
211,258.9812496,242.0,16.981249600000012,VER,1878.0673963360352,1802.7836111111114,75.2837852249238,11568.8312464,11192.0,6,6,100.0,99.0,False,False,0,0
212,260.0,243.94999893333335,16.050001066666653,VER,1889.8725000000002,1810.7530042658996,79.11949573410061,11578.0,11269.999957333333,6,6,100.0,99.0,False,False,0,0
213,264.640628,246.0,18.640627999999992,VER,1911.7179655127543,1819.1836111111115,92.53435440164276,10626.67126,11352.0,6,6,100.0,99.0,False,False,0,0
214,265.0,247.25357074285714,17.746429257142864,VER,1913.4280555555558,1827.2368632687485,86.19119228680734,10553.0,11375.3999872,7,6,100.0,99.0,False,False,0,0
215,269.0500026181818,249.0,20.050002618181793,VER,1935.7367726775287,1838.5502777777783,97.18649489975041,10742.000122181818,11408.0,7,6,100.0,99.0,False,False,0,0
216,271.0,252.87500342857143,18.124996571428568,VER,1946.5502777777779,1853.851360554147,92.69891722363081,10833.0,11580.825152914285,7,6,100.0,99.77500068571429,False,False,0,0
217,271.3083328,254.0,17.308332800000017,VER,1949.350482062556,1858.3058333333338,91.04464872922222,10845.6416448,11631.0,7,6,100.0,100.0,False,False,0,0
218,273.0,255.0,18.0,VER,1964.750277777778,1869.568333333334,95.18194444444384,10915.0,11731.0,7,6,100.0,99.0,False,False,0,0
219,274.0968744,257.1437528,16.953121599999974,VER,1973.6845681584666,1876.624396125582,97.06017203288457,10951.56248,11342.6744928,7,6,100.0,99.0,False,False,0,0
220,276.0,262.0,14.0,VER,1989.2836111111112,1892.8572222222226,96.4263888888886,11015.0,10463.0,7,6,100.0,99.0,False,False,0,0
221,276.64166613333333,262.8083328,13.833333333333314,VER,1995.2264596994373,1899.9596547596998,95.26680493973754,11024.411103288889,10516.3499648,7,6,100.0,99.4041664,False,False,0,0
222,278.64166613333333,264.0,14.641666133333331,VER,2013.8366598048476,1910.4572222222228,103.37943758262486,11053.744436622223,10595.0,7,7,100.0,100.0,False,False,0,0
223,279.0,265.68214217142855,13.317857828571448,VER,2017.183611111111,1922.0683665613237,95.11524454978735,11059.0,10657.7999744,7,7,100.0,99.43928594285714,False,False,0,0
224,281.0,267.0,14.0,VER,2032.7947222222222,1931.2238888888894,101.57083333333276,11141.0,10707.0,7,7,100.0,99.0,False,False,0,0
225,281.08500096,268.15499904,12.930001919999995,VER,2034.123950584769,1936.9800192654052,97.1439313193639,11144.06003456,10752.81496192,7,7,100.0,99.0,False,False,0,0
226,282.0,270.0,12.0,VER,2048.461388888889,1946.2238888888894,102.2374999999995,11177.0,10826.0,7,7,100.0,99.0,False,False,0,0
227,284.0,272.5285705142857,11.471429485714282,VER,2064.2391666666667,1959.6600792345598,104.57908743210692,11239.0,10894.903546514286,7,7,100.0,99.0,False,False,0,0
228,284.40714422857144,274.0,10.40714422857144,VER,2068.754819345973,1967.5350000000003,101.21981934597261,11254.878624914285,10935.0,7,7,100.0,99.0,False,False,0,0
229,285.97857097142855,276.1545448727273,9.824026098701268,VER,2086.244707982228,1985.7789131139828,100.46579486824544,11316.164267885715,11029.7999744,7,7,100.0,99.0,False,False,0,0
230,286.0,277.9727266909091,8.027273309090901,VER,2086.4836111111113,2001.279709409489,85.20390170162227,11317.0,11109.7999744,7,7,100.0,99.0,False,False,0,0
231,287.0,278.0,9.0,VER,2099.2391666666667,2001.5127777777782,97.72638888888855,11375.0,11111.0,7,7,100.0,99.0,False,False,0,0
232,287.08500096,279.32749952,7.757501439999999,VER,2100.5964756008443,2015.2923625184535,85.30411308239081,11377.125024,11172.9499776,7,7,100.0,99.0,False,False,0,0
233,287.98,281.0,6.980000000000018,VER,2114.918283692501,2032.7350000000006,82.18328369250048,11399.5,11251.0,7,7,100.0,99.0,False,False,0,0
234,288.0,282.36999936,5.630000639999992,VER,2115.2391666666667,2043.496869498933,71.7422971677338,11400.0,11279.76998656,7,7,100.0,99.0,False,False,0,0
235,290.0,283.0,7.0,VER,2141.0169444444446,2048.4572222222228,92.55972222222181,11446.0,11293.0,7,7,100.0,99.0,False,False,0,0
236,290.28,284.0772724363636,6.202727563636358,VER,2145.53914791299,2067.181162334315,78.35798557867474,11453.28,11382.413612218183,7,7,100.0,99.0,False,False,0,0
237,291.0,285.0,6.0,VER,2157.183611111111,2083.290555555556,73.89305555555529,11472.0,11459.0,7,7,100.0,99.0,False,False,0,0
238,292.0,286.3562496,5.643750399999988,VER,2170.1613888888887,2100.5761223917475,69.58526649714122,11500.0,11437.3000064,7,7,100.0,99.6781248,False,False,0,0
239,292.0,287.0,5.0,VER,2171.459639749245,2108.8016666666667,62.65797308257834,11494.562675064035,11427.0,7,7,100.0,100.0,False,False,0,0
240,292.0,288.0,4.0,VER,2199.280277777778,2124.8016666666667,74.47861111111115,11378.0,11455.0,7,7,100.0,100.0,False,False,0,0
241,291.7687504,288.0,3.7687503999999876,VER,2202.2796660908643,2126.2417832226974,76.03788286816689,11334.7563248,11454.249994666667,7,7,81.7312816,100.0,False,False,0,0
242,291.0,288.0,3.0,VER,2212.2136111111113,2144.001666666667,68.21194444444427,11191.0,11445.0,7,7,21.0,100.0,False,False,0,0
243,286.2906272,288.0,-1.7093727999999828,NOR,2223.0929733452404,2148.644985352391,74.44798799284945,10902.01576,11448.471329910637,7,7,12.009379200000001,99.85536125372349,False,False,0,0
244,280.0,288.0,-8.0,NOR,2237.1025,2176.081666666667,61.02083333333303,10516.0,11469.0,7,7,0.0,99.0,True,False,0,0
245,278.67188,287.6437488,-8.971868800000038,NOR,2238.3590095158193,2180.6180971233266,57.740912392492646,10554.9936032,11477.0750272,7,7,0.4249984,87.36246080000001,True,False,0,0
246,263.04688,286.1437488,-23.09686880000004,NOR,2252.6021804695956,2199.6336334359844,52.96854703361123,11013.7436032,11511.0750272,7,7,5.4249984,38.3624608,True,False,0,0
247,255.0,285.0,-30.0,NOR,2259.7691666666665,2214.081666666667,45.687499999999545,11250.0,11537.0,7,7,8.0,1.0,True,False,0,0
248,253.5750016,282.0,-28.424998399999993,NOR,2263.7230347058035,2226.6150000000002,37.10803470580322,11187.3000704,10933.0,7,7,17.160704000000003,0.0,True,True,0,0
249,248.5750016,280.7249856,-32.14998400000002,NOR,2277.492407640346,2227.9171869311454,49.575220709200494,10967.3000704,10910.7934992,7,7,49.30356114285715,0.0,True,True,0,0
250,248.0,270.0,-22.0,NOR,2279.0580555555553,2238.615,40.443055555555475,10942.0,10724.0,6,7,53.0,0.0,False,True,0,0
251,244.2875024,264.1500032,-19.86250080000002,NOR,2292.375650416796,2247.120469858943,45.25518055785278,10949.4249952,11327.13467008,6,7,57.9499968,0.0,False,True,0,0
252,242.0,260.0,-18.0,NOR,2300.569166666666,2253.0594444444446,47.509722222221626,10954.0,11755.0,6,6,61.0,0.0,False,True,0,0
253,242.97925230984293,259.1579517090909,-16.17869939924799,NOR,2308.5532871507135,2257.103898923469,51.449388227244526,10996.107849323247,11728.6374112,6,6,80.09542004193727,6.3477486545454544,False,True,0,0
254,243.64315290108624,247.33976989090908,-3.696616989822843,NOR,2313.9852762301352,2311.865176007882,2.1201002222533134,11024.655574746708,11358.6374112,6,6,93.04148157118183,95.43865774545455,False,True,0,0
255,244.0,247.0,-3.0,NOR,2316.9036111111104,2313.4372222222223,3.4663888888881047,11040.0,11348.0,6,6,100.0,98.0,False,False,0,0
256,242.18846227692308,247.0,-4.811537723076924,NOR,2327.550764288994,2324.415,3.135764288993869,10716.640516430769,11318.0,6,6,69.80770461538461,98.0,False,False,0,0
257,239.88076996923076,247.0,-7.119230030769245,NOR,2340.978904883728,2331.1312715395743,9.847633344153564,10304.717439507693,11362.8625888,6,6,31.346166153846156,79.812464,False,False,0,0
258,238.0,247.0,-9.0,NOR,2351.2813888888886,2346.3705555555557,4.910833333332903,9969.0,11466.0,6,6,0.0,38.0,True,True,0,0
259,231.89283657142857,240.07000576,-8.177169188571412,NOR,2354.7254519953585,2351.360612835974,3.364839159384701,9963.2999808,11336.25510784,6,6,0.0,25.29501056,True,True,0,0
260,208.0,229.0,-21.0,NOR,2367.4591666666665,2359.0927777777783,8.366388888888196,9941.0,11129.0,6,6,0.0,5.0,True,True,0,0
261,200.68500608,225.41508370713612,-24.730077627136126,NOR,2371.616207948492,2362.6190211107787,8.997186837713343,10184.31979776,10827.867031399433,6,6,0.0,3.207541853568059,True,True,0,0
262,189.0,219.0,-30.0,NOR,2377.9591666666665,2368.7652777777785,9.193888888888068,10573.0,10289.0,5,6,0.0,0.0,True,True,0,0
263,180.2250048,206.61001344,-26.385008639999995,NOR,2383.5746201229713,2375.4282289189473,8.146391204023985,10081.6002688,10000.49031296,5,6,0.0,0.0,True,True,0,0
264,165.0,198.0,-33.0,NOR,2392.625833333333,2379.765277777778,12.860555555555038,9229.0,9800.0,4,6,0.0,0.0,True,True,0,0
265,154.0,176.65834026666667,-22.65834026666667,NOR,2401.1813888888887,2389.2594370349093,11.921951853979408,8672.0,10027.370759466667,4,6,0.0,0.0,True,True,0,0
266,151.71999232,172.0,-20.28000768000001,NOR,2403.538085481944,2391.2319444444447,12.306141037499401,8560.56462464,10077.0,4,6,0.0,0.0,True,True,0,0
267,146.0,161.38000384,-15.38000384,NOR,2409.2924999999996,2399.1216686820717,10.170831317927878,8281.0,9446.88022784,4,6,0.0,0.0,True,True,0,0
268,144.4250013090909,160.0,-15.574998690909098,NOR,2412.309790749156,2400.120833333334,12.188957415822188,8242.150032290909,9365.0,4,5,0.8749992727272727,0.0,True,True,0,0
269,137.87954676363637,153.0,-15.12045323636363,NOR,2424.4156040536636,2406.9208333333336,17.494770720330052,8080.695486836364,9012.0,4,4,4.511362909090909,0.0,True,True,0,0
270,137.0,151.0750016,-14.075001600000007,NOR,2426.036944444444,2410.119948888472,15.91699555597188,8059.0,8873.01511552,4,4,5.0,0.0,False,True,0,0
271,136.58214308571428,148.0,-11.417856914285721,NOR,2430.4595501086,2415.1430555555557,15.316494553044322,8079.892845714286,8651.0,4,4,19.207135085714285,0.0,False,True,0,0
272,136.0,143.5750016,-7.575001600000007,NOR,2436.6147222222216,2422.1901548242463,14.424567397975352,8109.0,8277.53013504,4,4,39.0,0.0,False,True,0,0
273,135.84166613333332,143.0,-7.1583338666666805,NOR,2438.753627202914,2423.0875,15.666127202913685,8168.533533866666,8229.0,4,4,40.108337066666664,0.0,False,True,0,0
274,135.0,138.0,-3.0,NOR,2450.114722222222,2429.2208333333338,20.89388888888834,8485.0,8309.0,4,4,46.0,0.0,False,True,0,0
275,136.515628,137.5375008,-1.0218728000000112,NOR,2453.825861457246,2430.62255007159,23.20331138565598,8671.422244,8292.3500288,4,4,55.093768,0.3083328,False,True,0,0
276,140.0,135.2875008,4.712499199999996,VER,2462.5591666666664,2437.3686543243957,25.190512342270722,9100.0,8211.3500288,4,4,76.0,1.8083328,False,True,0,0
277,142.77143405714287,135.0,7.771434057142869,VER,2466.470220955176,2438.2208333333338,28.24938762184229,9310.282559085714,8201.0,4,4,78.4250048,2.0,False,False,0,0
278,147.9142838857143,133.52250048,14.391783405714307,VER,2473.9428495017946,2445.425356384166,28.51749311762842,9700.496289828572,8267.4874784,4,4,82.92499839999999,26.132492159999998,False,False,0,0
279,148.0,132.0,16.0,VER,2474.0702777777774,2452.8875000000003,21.18277777777712,9707.0,8336.0,4,4,83.0,51.0,False,False,0,0
280,155.06499712,132.7194432,22.345553919999986,VER,2480.8764091713538,2454.276015642062,26.600393529291978,10276.90976768,8379.5777024,4,4,96.34499456,53.3638848,False,False,0,0
281,157.0,137.38610986666666,19.613890133333342,VER,2482.7924999999996,2463.5006414777245,19.291858522275106,10433.0,8662.244369066666,4,4,100.0,68.69721813333334,False,False,0,0
282,162.26499712,139.0,23.264997120000004,VER,2488.1253699360514,2466.7875000000004,21.337869936050993,10578.07992064,8760.0,4,4,100.0,74.0,False,False,0,0
283,166.0,143.18610915555556,22.813890844444444,VER,2492.0147222222217,2472.3258389827206,19.688883239501138,10681.0,9175.947027911112,4,4,100.0,80.46944142222222,False,False,0,0
284,173.92,144.40833137777778,29.511668622222203,VER,2500.547053199671,2473.9694286825593,26.57762451711187,11075.24,9297.391472355555,4,4,100.0,82.3583303111111,False,False,0,0
285,175.0,150.0,25.0,VER,2501.736944444444,2481.7875000000004,19.949444444443543,11129.0,9853.0,4,4,100.0,91.0,False,False,0,0
286,181.24,153.8499968,27.390003199999995,VER,2509.621960134351,2485.242094601398,24.379865532952863,11432.42,9993.5248832,4,4,100.0,92.71110968888888,False,False,0,0
287,183.0,161.84999679999999,21.150003200000015,VER,2511.903611111111,2492.7139115768655,19.189699534245392,11518.0,10285.5248832,4,4,100.0,96.26666524444444,False,False,0,0
288,191.0,168.0,23.0,VER,2520.3924999999995,2498.5875000000005,21.804999999998927,11740.0,10510.0,4,4,100.0,99.0,False,False,0,0
289,193.64,170.59999573333334,23.040004266666642,VER,2529.849788634463,2502.3489059219314,27.50088271253162,11915.12,10795.349531733333,4,4,100.0,99.0,False,False,0,0
290,194.0,176.0,18.0,VER,2531.1702777777773,2510.320833333334,20.84944444444318,11939.0,11388.0,4,4,100.0,99.0,False,False,0,0
291,206.8375,178.47687435772227,28.36062564227774,VER,2549.3356964217005,2513.2627552555077,36.07294116619278,10764.8625,11472.213728162556,4,4,100.0,99.0,False,False,0,0
292,207.0,188.0,19.0,VER,2549.5702777777774,2524.9952777777785,24.57499999999891,10750.0,11796.0,4,4,100.0,99.0,False,False,0,0
