Point_Index,VER_Speed,NOR_Speed,Speed_Gap_kmh,Speed_Gap_Advantage,VER_Distance,NOR_Distance,Distance_Difference,VER_RPM,NOR_RPM,VER_nGear,NOR_nGear,VER_Throttle,NOR_Throttle,VER_Brake,NOR_Brake,VER_DRS,NOR_DRS
62,295.63499136,296.0,-0.365008639999985,NOR,686.8130238791898,684.0047222222221,2.8083016569677284,10504.95703872,11607.0,8,8,4.7874976,0.0,True,True,0,0
63,284.83499136,293.687504,-8.852512639999986,NOR,705.5284151041474,686.9762336571989,18.552181446948453,9928.35703872,11529.531384,8,8,1.7874976,0.0,True,True,0,0
64,282.0,286.0,-4.0,NOR,710.2980555555556,696.7158333333332,13.582222222222413,9777.0,11272.0,8,7,1.0,0.0,True,True,0,0
65,267.0,275.0,-8.0,NOR,722.1647222222223,715.0491666666666,7.115555555555716,10322.0,10788.0,8,7,0.0,0.0,True,True,0,0
66,258.0,271.531256,-13.531255999999985,NOR,733.631388888889,717.7117780119329,15.919610876956085,10147.0,10796.7874848,8,7,0.0,0.0,True,True,0,0
67,254.9937552,252.78125599999998,2.2124992000000248,VER,736.1464817465699,731.3148185576725,4.831663188897323,10169.739544,10844.2874848,8,7,0.0,0.0,True,True,0,0
68,224.1187344,245.0,-20.881265600000006,NOR,759.1665499065411,736.8269444444444,22.339605462096756,10403.281368,10864.0,8,7,0.0,0.0,True,True,0,0
69,219.0,237.0,-18.0,NOR,762.8313888888889,747.3602777777777,15.471111111111213,10442.0,11704.0,6,6,0.0,0.0,True,True,0,0
70,214.55415786666666,232.87500342857143,-18.320845561904775,NOR,768.4736363768749,752.2720221897431,16.20161418713178,10267.3996544,11513.150158628572,6,6,0.4041674666666667,0.0,True,True,0,0
71,208.0,224.30357485714285,-16.30357485714285,NOR,776.6980555555556,762.0844365938309,14.613618961724683,10010.0,11116.578730057143,5,6,1.0,0.0,True,True,0,0
72,206.33500288,222.0,-15.66499712000001,NOR,778.7839626534878,764.6269444444443,14.157018209043486,9946.54510976,11010.0,5,5,1.0,0.0,True,True,0,0
73,199.0,204.27000576,-5.270005760000004,NOR,787.7536111111112,775.7950283032415,11.958582807869789,9667.0,11360.65988608,5,5,1.0,0.0,True,True,0,0
74,195.47083626666668,204.0,-8.52916373333332,NOR,791.8561085648253,775.9602777777777,15.895830787047544,9567.541749333333,11366.0,5,5,1.0,0.0,True,True,0,0
75,188.0,192.8625024,-4.862502400000011,NOR,800.2869444444445,791.8152619896567,8.47168245478781,9357.0,11261.1218976,5,5,1.0,0.0,True,True,0,0
76,182.9535734857143,192.0,-9.046426514285713,NOR,808.1556734214267,793.0269444444443,15.128728976982416,9087.296538514285,11253.0,5,4,2.121428114285714,0.0,True,True,0,0
77,179.0,187.31944533333333,-8.319445333333334,NOR,814.2091666666668,810.5722136253821,3.6369530412846416,8876.0,10925.361173333333,5,4,3.0,0.0,False,True,0,0
78,177.2678537142857,187.0,-9.732146285714293,NOR,818.9436042490646,811.7269444444444,7.216659804620235,8790.085544228572,10903.0,5,4,3.0,0.0,False,False,0,0
79,174.05357257142856,181.66500352,-7.611430948571439,NOR,827.6002472621142,816.5166225019536,11.083624760160546,8630.657199542857,10690.57014016,5,4,3.0,1.45499904,False,False,0,0
80,174.0,176.0,-2.0,NOR,827.7425000000001,821.5047222222221,6.237777777777978,8628.0,10465.0,5,4,3.0,3.0,False,False,0,0
81,170.6,173.26000128,-2.6600012800000172,NOR,834.1199960447645,828.060635627759,6.059360417005564,8503.333333333334,10251.28009984,5,4,6.966666666666667,3.0,False,False,0,0
82,168.0,172.0,-4.0,NOR,838.9425000000001,831.0602777777777,7.882222222222367,8408.0,10153.0,5,4,10.0,3.0,False,False,0,0
83,167.15,171.0,-3.8499999999999943,NOR,845.2195494275728,838.6602777777778,6.5592716497950505,8476.85,10387.0,5,4,32.525,26.0,False,False,0,0
84,166.025,171.0,-4.974999999999994,NOR,853.5133119269782,841.3596800985063,12.15363182847193,8567.975,10413.464256,5,4,62.3375,34.9571328,False,False,0,0
85,166.0,171.0,-5.0,NOR,853.6980555555557,850.9016669626186,2.7963885929370917,8570.0,10506.785773714286,5,4,63.0,66.54287725714286,False,False,0,0
86,168.30640627406686,171.0,-2.693593725933141,NOR,866.5486803860621,851.9602777777777,14.588402608284355,8769.88854375246,10517.0,5,4,68.38161463948931,70.0,False,False,0,0
87,169.0,174.59183493396245,-5.591834933962446,NOR,870.5511111111113,861.6425384044181,8.908572706693121,8830.0,10868.550844161573,5,4,70.0,77.18366986792488,False,False,0,0
88,172.6374976,178.94557706239667,-6.308079462396677,NOR,875.3431839770294,873.7343081112799,1.6088758657494964,9034.60924,11294.673354982075,5,4,78.4874944,85.89115412479335,False,False,0,0
89,181.0,179.0,2.0,VER,886.6400000000001,873.8877777777776,12.752222222222485,9505.0,11300.0,5,4,98.0,86.0,False,False,0,0
90,182.76999936,186.0,-3.230000639999986,NOR,895.6186183544972,884.221111111111,11.397507243386258,9758.99490816,11475.0,5,4,99.76999936,91.0,False,False,0,0
91,183.0,186.7125024,-3.7125024000000053,NOR,896.8066666666667,887.1810638013325,9.625602865334258,9792.0,11581.5191088,5,4,100.0,90.6437488,False,False,0,0
92,190.0,188.0,2.0,VER,905.2511111111112,892.5766666666666,12.674444444444589,10058.0,11774.0,5,4,100.0,90.0,False,False,0,0
93,194.281248,191.24999822222222,3.031249777777788,VER,912.6578897406234,898.8706090729726,13.787280667650862,10254.0811584,11904.32492871111,5,4,100.0,92.59999857777778,False,False,0,0
94,195.0,196.25000533333332,-1.2500053333333199,NOR,913.9177777777778,908.8450524788877,5.072725298890077,10287.0,12104.825213866667,5,4,100.0,96.60000426666667,False,False,0,0
95,201.0,198.0,3.0,VER,925.0844444444446,912.3766666666666,12.707777777778006,10639.0,12175.0,5,4,100.0,98.0,False,False,0,0
96,204.39499776,202.11000576,2.2849919999999884,VER,930.6393112570147,920.1189136674591,10.520397589555614,10785.95490304,11311.8987904,5,4,100.0,98.0,False,False,0,0
97,206.49499776,204.0,2.4949977599999897,VER,934.1217537310787,923.7099999999998,10.411753731078875,10876.85490304,10915.0,5,5,100.0,98.0,False,False,0,0
98,208.0,207.1607177142857,0.8392822857142903,VER,936.6400000000001,933.9111013108032,2.7288986891968534,10942.0,11143.835962514286,5,5,100.0,98.63214354285714,False,False,0,0
99,214.19499776,209.0,5.194997760000007,VER,947.1945753416863,939.9655555555554,7.229019786130948,10970.31998976,11277.0,5,5,100.0,99.0,False,False,0,0
100,215.0,216.08000768,-1.0800076799999943,NOR,948.5844444444446,950.6170091931158,2.032564748671234,10974.0,11396.4751296,5,5,100.0,99.0,False,False,0,0
101,219.4500032,217.0,2.4500031999999976,VER,959.4696054696141,952.0211111111109,7.448494358503126,11226.9085152,11412.0,5,5,100.0,99.0,False,False,0,0
102,221.0,224.48889315555556,-3.4888931555555587,NOR,963.3177777777779,973.0585935067296,9.740815728951702,11315.0,11675.04737208889,5,5,100.0,99.0,False,False,0,0
103,227.08163614790183,225.0,2.0816361479018326,VER,982.2276286351721,974.521111111111,7.7065175240610415,11608.94574714859,11693.0,5,5,100.0,99.0,False,False,0,0
104,230.0,230.1375072,-0.1375071999999875,NOR,991.492777777778,983.3003585311398,8.192419246638224,11750.0,10943.7802,5,5,100.0,99.0,False,False,0,0
105,231.4250048,231.0,0.4250048000000106,VER,995.2143331417001,984.7877777777776,10.426555363922489,11493.499136,10818.0,5,5,100.0,99.0,False,False,0,0
106,237.0,236.0,1.0,VER,1009.9261111111113,1003.1433333333332,6.782777777778051,10490.0,10733.0,5,6,100.0,100.0,False,False,0,0
107,240.4250048,236.2375008,4.187504000000018,VER,1019.0856120791276,1006.886086097448,12.199525981679585,10811.9504512,10764.1126048,5,6,100.0,99.7624992,False,False,0,0
108,241.0,236.98749973333332,4.012500266666677,VER,1020.6372222222224,1018.74372564684,1.8934965753824144,10866.0,10862.362465066666,6,6,100.0,99.01250026666666,False,False,0,0
109,245.72500305454545,237.0,8.725003054545454,VER,1041.0575173537627,1018.9433333333333,22.114184020429434,11048.925118254545,10864.0,6,6,100.0,99.0,False,False,0,0
110,248.0,241.66666972520838,6.333330274791621,VER,1050.9483333333335,1033.562533460702,17.385799872631424,11137.0,10924.666706427708,6,6,100.0,99.0,False,False,0,0
111,248.0,243.0,5.0,VER,1061.7639303807605,1037.7758333333334,23.988097047427118,11201.7624736,10942.0,6,6,100.0,99.0,False,False,0,0
112,248.0,243.5437512,4.456248799999997,VER,1061.9705555555556,1041.7251233770214,20.2454321785342,11203.0,10993.2938632,6,6,100.0,99.0,False,False,0,0
113,248.0,245.9812488,2.018751199999997,VER,1072.9927777777777,1059.5054171852555,13.487360592522236,11194.0,11223.2311368,6,6,92.0,99.0,False,False,0,0
114,248.0,246.0,2.0,VER,1084.0149999999999,1059.6425000000002,24.372499999999718,11243.0,11225.0,6,6,80.0,99.0,False,False,0,0
115,248.83571382857144,246.34249984,2.493213988571455,VER,1092.1271921761495,1069.0411923456945,23.085999830454966,11219.182155885714,11239.38499328,6,6,80.41785691428572,90.437504,False,False,0,0
116,250.0,246.84249984,3.157500160000012,VER,1103.4594444444444,1082.771965495371,20.687478949073466,11186.0,11260.38499328,6,6,81.0,77.937504,False,False,0,0
117,249.81500032,247.0,2.815000319999996,VER,1106.0246036403564,1087.0869444444445,18.93765919591192,11190.99499136,11267.0,6,6,81.9249984,74.0,False,False,0,0
118,249.0,246.0,3.0,VER,1117.2927777777777,1100.7536111111112,16.53916666666646,11213.0,11266.0,6,6,86.0,80.0,False,False,0,0
119,248.81500032,245.15357165714286,3.6614286628571335,VER,1119.8435646085181,1116.9022832146247,2.941281393893405,11206.5250112,11180.510737371429,6,6,87.10999808,57.146434742857146,False,False,0,0
120,248.0,245.0,3.0,VER,1131.0705555555555,1119.8091666666667,11.26138888888886,11178.0,11165.0,6,6,92.0,53.0,False,False,0,0
121,248.58499968,243.4777784888889,5.107221191111108,VER,1139.1588292598021,1129.0052512416828,10.153578018119333,11136.46502272,11127.705572977779,6,6,92.0,59.46944142222222,False,False,0,0
122,249.0,242.3666673777778,6.633332622222213,VER,1144.903888888889,1135.6697355910362,9.2341532978528,11107.0,11100.483350755556,6,6,92.0,64.19166364444445,False,False,0,0
123,247.6916672,241.0,6.691667200000012,VER,1155.7555231745177,1143.9091666666668,11.846356507850942,10992.52088,11067.0,6,6,40.3208544,70.0,False,False,0,0
124,247.0,241.8562496,5.143750399999988,VER,1161.3705555555557,1153.129675695516,8.24087986003974,10932.0,10873.4875904,6,6,13.0,54.587507200000005,True,False,0,0
125,234.16250346666666,242.0,-7.837496533333336,NOR,1176.7778278786868,1154.6647222222223,22.11310565646454,10347.400157866667,10841.0,6,6,9.050001066666667,52.0,True,False,0,0
