Point_Index,VER_X,VER_Y,NOR_X,NOR_Y,Euclidean_Distance_m,VER_Track_Distance,NOR_Track_Distance,Track_Distance_Gap_m,Distance_Leader,VER_Speed,NOR_Speed
58,5802.0,-5488.0,5825.0,-5525.0,43.56604182158393,648.4734137467972,652.3729756546566,3.899561907859379,NOR,308.0375008,305.0285696
59,5865.461970797138,-5599.6062742904,5876.958865336386,-5622.89495684098,25.971933293235985,662.2980555555556,664.2713888888889,1.973333333333244,NOR,306.0,303.0
60,5879.0,-5627.0,5895.0,-5665.0,41.23105625617661,665.412176748513,669.008844904016,3.5966681555029254,NOR,304.89000192,301.3375018666667
61,5924.900110526029,-5744.58154640373,5906.0,-5695.0,53.06169919707893,678.9647222222222,672.3201520796484,6.644570142573798,VER,300.0,300.1708352
62,5943.0,-5829.0,5937.692507165602,-5806.518261179153,23.099741569895237,686.8130238791898,684.0047222222221,2.8083016569677284,VER,295.63499136,296.0
63,5960.0,-6095.0,5944.0,-5835.0,260.49184248263896,705.5284151041474,686.9762336571989,18.552181446948453,VER,284.83499136,293.687504
64,5956.732391984328,-6155.864067917937,5959.360720117533,-5926.173422783495,229.70568249621516,710.2980555555556,696.7158333333332,13.582222222222413,VER,282.0,286.0
65,5933.38287435681,-6280.4595320441895,5959.605523124221,-6109.300530821109,173.15608856768964,722.1647222222223,715.0491666666666,7.115555555555716,VER,267.0,275.0
66,5904.691443274063,-6376.391433649333,5955.0,-6143.0,238.75198885189968,733.631388888889,717.7117780119329,15.919610876956085,VER,258.0,271.531256
67,5899.0,-6396.0,5915.0,-6335.0,63.06346010171025,736.1464817465699,731.3148185576725,4.831663188897323,VER,254.9937552,252.78125599999998
68,5849.0,-6566.0,5901.197987077954,-6392.588524230368,181.09712803794483,759.1665499065411,736.8269444444444,22.339605462096756,VER,224.1187344,245.0
69,5837.00041221561,-6599.266848960924,5881.066121291486,-6466.110528400482,140.25830606974782,762.8313888888889,747.3602777777777,15.471111111111213,VER,219.0,237.0
70,5816.0,-6652.0,5869.0,-6505.0,156.26259949200897,768.4736363768749,752.2720221897431,16.20161418713178,VER,214.55415786666666,232.87500342857143
71,5781.171237954481,-6722.168159060209,5838.0,-6598.0,136.55489709280917,776.6980555555556,762.0844365938308,14.613618961724796,VER,208.0,224.30357485714285
72,5771.0,-6739.0,5829.734572196739,-6621.142171687078,131.68226025464497,778.7839626534878,764.6269444444443,14.157018209043486,VER,206.33500288,222.0
73,5719.543365859061,-6807.167153403774,5782.0,-6720.0,107.23312818682578,787.7536111111112,775.7950283032412,11.958582807870016,VER,199.0,204.27000576
74,5692.0,-6836.0,5780.8610256963475,-6721.657566517719,144.8118571887566,791.8561085648253,775.9602777777777,15.895830787047544,VER,195.47083626666668,204.0
75,5627.567167037057,-6889.9359949186655,5630.0,-6889.0,2.606676564775849,800.2869444444445,791.8152619896566,8.471682454787924,VER,188.0,192.8625024
76,5560.0,-6932.0,5621.097297121086,-6897.242099942176,70.29218542577796,808.1556734214267,793.0269444444443,15.128728976982416,VER,182.9535734857143,192.0
77,5504.852176423447,-6957.677636387066,5532.0,-6946.0,29.55285970142565,814.2091666666668,810.5722136253821,3.6369530412846416,VER,179.0,187.31944533333333
78,5460.0,-6974.0,5522.351363040238,-6950.055138342175,66.7910837821028,818.9436042490646,811.7269444444444,7.216659804620235,VER,177.2678537142857,187.0
79,5374.0,-6996.0,5476.0,-6969.0,105.51303237041384,827.6002472621142,816.5166225019535,11.08362476016066,VER,174.05357257142856,181.66500352
80,5372.551911238383,-6996.266535063673,5426.705804939947,-6984.494449596359,55.418644870566936,827.7425000000001,821.5047222222221,6.237777777777978,VER,174.0,176.0
81,5307.0,-7005.0,5362.0,-6998.0,55.44366510251645,834.1199960447645,828.060635627759,6.059360417005564,VER,170.6,173.26000128
82,5258.174259710648,-7007.967163474791,5332.176562796066,-7002.311658715864,74.2180948019035,838.9425000000001,831.0602777777777,7.882222222222367,VER,168.0,172.0
83,5195.0,-7007.0,5256.189729452571,-7007.9004458519385,61.19635441111721,845.2195494275728,838.6602777777778,6.5592716497950505,VER,167.15,171.0
84,5112.0,-6998.0,5229.0,-7008.0,117.42657280190033,853.5133119269782,841.3596800985063,12.15363182847193,VER,166.025,171.0
85,5110.298494718651,-6997.764974002086,5134.0,-7001.0,23.921261375792284,853.6980555555557,850.9016669626186,2.7963885929370917,VER,166.0,171.0
86,4987.0,-6964.0,5124.085119189291,-6999.711894949829,141.6604014679108,866.5486803860621,851.9602777777777,14.588402608284355,VER,168.30640627406686,171.0
87,4925.0347136892315,-6932.963356116335,5032.0,-6979.0,116.451470817745,870.5511111111113,861.6425384044181,8.908572706693121,VER,169.0,174.59183493396245
88,4851.0,-6891.0,4889.0,-6916.0,45.48626166217664,875.3431839770294,873.7343081112799,1.6088758657494964,VER,172.6374976,178.94557706239667
89,4755.509156371467,-6814.9382720205695,4887.645865972751,-6915.298554081241,165.92858777061798,886.6400000000001,873.8877777777776,12.752222222222485,VER,181.0,179.0
90,4715.0,-6765.0,4829.505309028569,-6877.338162954542,160.40987703919404,895.6186183544972,884.221111111111,11.397507243386258,VER,182.76999936,186.0
91,4709.9359907465705,-6758.656211818546,4813.0,-6863.0,146.66225191045993,896.8066666666667,887.1810638013324,9.625602865334372,VER,183.0,186.7125024
92,4675.842732184825,-6715.20839479838,4775.913707502944,-6828.872615359996,151.4389485469288,905.2511111111112,892.5766666666666,12.674444444444589,VER,190.0,188.0
93,4642.0,-6668.0,4730.0,-6782.0,144.01388821915754,912.6578897406237,898.8706090729726,13.787280667651089,VER,194.281248,191.24999822222222
94,4635.51879192898,-6658.502776880662,4668.0,-6704.0,55.90193368143623,913.9177777777778,908.8450524788877,5.072725298890077,VER,195.0,196.25000533333332
95,4570.838136144966,-6558.998197422933,4647.358697136431,-6674.903365897555,138.8863000212011,925.0844444444446,912.3766666666666,12.707777777778006,VER,201.0,198.0
96,4540.0,-6509.0,4604.0,-6610.0,119.57006314291216,930.6393112570147,920.1189136674591,10.520397589555614,VER,204.39499776,202.11000576
97,4522.0,-6479.0,4585.019985794937,-6580.6180789116315,119.57321009024004,934.1217537310787,923.7099999999998,10.411753731078875,VER,206.49499776,204.0
98,4509.140230482165,-6457.559755682606,4528.0,-6488.0,35.80920803883405,936.6400000000001,933.9111013108032,2.7288986891968534,VER,208.0,207.1607177142857
99,4456.0,-6368.0,4483.961984461468,-6412.978449717208,52.96162303014102,947.1945753416863,939.9655555555554,7.229019786130948,VER,214.19499776,209.0
100,4449.11858348534,-6355.9519902809325,4408.0,-6281.0,85.48999213307899,948.5844444444446,950.6170091931158,2.032564748671234,NOR,215.0,216.08000768
101,4397.0,-6262.0,4400.752504095017,-6268.3406272255315,7.3678246855004215,959.4696054696141,952.0211111111109,7.448494358503126,VER,219.4500032,217.0
102,4380.057157553258,-6231.469586257912,4335.0,-6152.0,91.3540507409649,963.3177777777779,973.0585935067296,9.740815728951702,NOR,221.0,224.48889315555556
103,4287.0,-6067.0,4328.7344095406,-6140.9429078219,84.90768255499911,982.2276286351721,974.521111111111,7.7065175240610415,VER,227.08163614790183,225.0
104,4212.315798278731,-5937.33734235075,4285.0,-6064.0,146.0356874966844,991.492777777778,983.3003585311398,8.192419246638224,VER,230.0,230.1375072
105,4183.0,-5888.0,4277.51524687076,-6050.87302986289,188.3102645841658,995.2143331417001,984.7877777777776,10.426555363922489,VER,231.4250048,231.0
106,4091.2826759122017,-5746.9036484045,4187.270015934965,-5895.359581770096,176.78442690490562,1009.9261111111113,1003.1433333333332,6.782777777778051,VER,237.0,236.0
107,4051.0,-5689.0,4168.0,-5864.0,210.50890717496966,1019.0856120791275,1006.886086097448,12.199525981679471,VER,240.4250048,236.2375008
108,4045.3252329786897,-5680.7763392220295,4104.0,-5765.0,102.64674042485565,1020.6372222222224,1018.74372564684,1.8934965753824144,VER,241.0,236.98749973333332
109,3969.0,-5580.0,4102.892153835204,-5763.352792299422,227.03602203752794,1041.0575173537627,1018.9433333333333,22.114184020429434,VER,245.72500305454545,237.0
110,3885.300916156213,-5487.0888041767,4019.0,-5645.0,206.9091365479361,1050.9483333333335,1033.562533460702,17.385799872631424,VER,248.0,241.66666972520838
111,3783.0,-5381.0,3993.5439281239996,-5611.833940051028,312.43087803443075,1061.7639303807605,1037.7758333333334,23.988097047427118,VER,248.0,243.0
112,3781.305067753362,-5379.352290499219,3969.0,-5581.0,275.48355003154273,1061.9705555555556,1041.7251233770214,20.2454321785342,VER,248.0,243.5437512
113,3705.106351186515,-5312.181662906906,3853.0,-5448.0,200.79629491128486,1072.9927777777777,1059.5054171852555,13.487360592522236,VER,248.0,245.9812488
114,3646.8961273583263,-5275.796825768749,3852.1372576381154,-5447.082069810016,267.3248143828062,1084.0149999999999,1059.6425000000002,24.372499999999718,VER,248.0,246.0
115,3594.0,-5247.0,3785.0,-5383.0,234.47174669882938,1092.1271921761495,1069.0411923456945,23.085999830454966,VER,248.83571382857144,246.34249984
116,3499.0548064247246,-5201.809915914315,3599.0,-5250.0,110.95641451932683,1103.4594444444444,1082.771965495371,20.687478949073466,VER,250.0,246.84249984
117,3470.0,-5192.0,3551.4209651301003,-5219.349670337973,85.89166449844141,1106.0246036403564,1087.0869444444445,18.93765919591192,VER,249.81500032,247.0
118,3310.7251277834066,-5154.794712512914,3467.9171577861716,-5178.563056969221,158.97883033468275,1117.2927777777777,1100.7536111111112,16.53916666666646,VER,249.0,246.0
119,3279.0,-5149.0,3372.0,-5165.0,94.36630754670864,1119.8435646085181,1116.9022832146247,2.941281393893405,VER,248.81500032,245.15357165714286
120,3184.869851420206,-5137.914207111151,3344.8201050539683,-5160.617030290914,161.5534023715888,1131.0705555555555,1119.8091666666667,11.26138888888886,VER,248.0,245.0
121,3124.0,-5135.0,3249.0,-5146.0,125.4830665866913,1139.1588292598021,1129.0052512416828,10.153578018119333,VER,248.58499968,243.4777784888889
122,3068.8387969204064,-5131.770434360389,3187.0,-5140.0,118.44743840131636,1144.903888888889,1135.6697355910362,9.2341532978528,VER,249.0,242.3666673777778
123,2955.0,-5124.0,3102.963233146453,-5134.467032702001,148.33299409348012,1155.7555231745177,1143.9091666666668,11.846356507850942,VER,247.6916672,241.0
124,2904.0307066711703,-5119.799263853321,3008.0,-5129.0,104.37560778715041,1161.3705555555557,1153.129675695516,8.24087986003974,VER,247.0,241.8562496
125,2752.0,-5080.0,2993.3247828742597,-5128.0514637328515,246.0621750618695,1176.7778278786868,1154.6647222222223,22.11310565646454,VER,234.16250346666666,242.0
126,2749.3081030594935,-5078.798313070385,2815.0,-5099.0,68.72796722182532,1176.9705555555556,1172.6744840013966,4.296071554158971,VER,234.0,234.0857161142857
127,2574.0,-4988.0,2812.4620769976927,-5098.177785795684,262.6848047544684,1188.2921365733912,1172.8647222222223,15.427414351168864,VER,230.45999616,234.0
128,2555.878007919325,-4977.728557665359,2655.0,-5037.0,115.49144206593867,1189.7483333333334,1183.9358361067812,5.812497226552296,VER,230.0,226.03500288
129,2454.696506691049,-4896.661834169903,2640.7376123228487,-5030.715414845547,229.30690237466413,1209.6594444444445,1185.3647222222226,24.294722222221935,VER,224.0,225.0
130,2424.0,-4857.0,2571.0,-4986.0,195.57607215607945,1216.9033781520727,1200.0122593030394,16.89111884903332,VER,223.2687504,222.46071497142856
131,2408.9930321226466,-4838.3013560872805,2555.6243445949967,-4973.496959709735,199.4457145094972,1219.5705555555555,1202.631388888889,16.93916666666655,VER,223.0,222.0
132,2364.0,-4780.0,2435.0,-4868.0,113.07077429645558,1226.8471834822967,1217.992627990467,8.854555491829615,VER,223.58499968,217.00277902222223
133,2337.2669524797084,-4736.939360560275,2396.0,-4823.0,104.19215196834698,1232.015,1223.9521210431647,8.062878956835448,VER,224.0,215.05833457777777
134,2332.0,-4727.0,2394.835167287762,-4821.4188940939275,113.41598568985476,1233.0731675061704,1224.131388888889,8.941778617281443,VER,224.04250048,215.0
135,2243.0,-4487.0,2278.0,-4600.0,118.29623831720095,1252.9697291179207,1243.237768679263,9.73196043865778,VER,224.84,216.9812496
136,2232.274933801044,-4451.83961635282,2277.269955921983,-4598.28145804149,153.1984497729443,1257.015,1243.420277777778,13.594722222222117,VER,225.0,217.0
137,2210.0699759824456,-4368.6997234041655,2245.9186983589957,-4500.304492413783,136.3999491279441,1269.792777777778,1258.0869444444447,11.705833333333203,VER,230.0,220.0
138,2208.0,-4361.0,2237.0,-4466.0,108.93117092916977,1270.818706673166,1262.8425479369732,7.976158736192701,VER,230.08,220.0
139,2178.509575663404,-4254.360089965921,2225.1440577287703,-4422.701602510326,174.6815381293708,1282.6261111111112,1267.8647222222226,14.761388888888632,VER,231.0,220.0
140,2140.0,-4125.0,2179.0,-4261.0,141.4814475470194,1295.184613447307,1284.0301822755343,11.154431171772558,VER,230.14689886245753,224.82243326054743
141,1956.0,-3725.0,2168.8188988484426,-4224.889644790932,543.3061205952567,1339.1825431330856,1288.0163888888892,51.16615424419638,VER,227.10010908552016,226.0
142,1946.72233197687,-3714.1244115667914,2148.0,-4152.0,481.9208758609218,1340.5741666666668,1295.4346531523202,45.13951351434662,VER,227.0,227.25357074285714
143,1868.0,-3636.0,2103.8272606886944,-4004.4880345210086,437.49048957559,1351.1521732043095,1305.8275000000003,45.32467320430919,VER,221.83750186666666,229.0
144,1792.0,-3575.0,2081.0,-3932.0,459.31470692761405,1360.5555097417828,1312.0621017266571,48.493408015125624,VER,217.1708352,229.69285851428572
145,1727.7315805493704,-3530.6744370465694,2059.0556016375153,-3876.946046324178,479.2490316544441,1368.9741666666669,1323.794166666667,45.179999999999836,VER,213.0,231.0
146,1680.0,-3507.0,2046.0,-3854.0,504.34611131642527,1373.519031993164,1328.6406850338135,44.87834695935044,VER,213.0,229.0750016
147,1469.0,-3433.0,1994.813668867766,-3772.003497256155,625.6223985121412,1387.78562852785,1338.794166666667,48.99146186118287,VER,213.0,225.0
148,1443.4299625614326,-3425.4883409285344,1987.0,-3762.0,639.3031223856144,1390.2741666666668,1339.854498413637,50.41966825302984,VER,213.0,224.91499904
149,1372.158746300783,-3415.2635809582025,1870.715141320938,-3644.152679853537,548.5879132906696,1404.5408333333337,1351.2386111111114,53.302222222222326,VER,214.0,224.0
150,1349.0,-3414.0,1790.0,-3574.0,469.12791432614625,1408.02866840447,1359.5675912760853,48.46107712838466,VER,214.90342896516964,220.5749952
151,1188.0,-3403.0,1736.5916360741164,-3535.259356545291,564.3095963779548,1423.8836030143802,1370.4386111111114,53.44499190326883,VER,218.95327002183578,216.0
152,1186.0594805440264,-3402.8799285926157,1701.0,-3518.0,527.6517501330108,1424.0683333333336,1377.2733010620786,46.79503227125497,VER,219.0,211.6125024
153,1085.965109833075,-3397.310242179509,1682.8494000012092,-3509.5535909671253,607.3462152648816,1433.9794444444447,1379.7719444444447,54.20749999999998,VER,223.0,210.0
154,1063.0,-3396.0,1563.0,-3459.0,503.9533708588524,1436.2897450251091,1392.315383033204,43.9743619919052,VER,223.52857051428572,208.19166506666667
155,925.0,-3386.0,1549.9489188618409,-3454.5557904046036,628.6978985049844,1450.1705203984257,1393.6386111111115,56.53190928731419,VER,226.6714313142857,208.0
156,910.5271347562982,-3384.487904243677,1438.0881875526443,-3426.478294920249,529.2294940163107,1451.6350000000002,1405.1386111111115,46.49638888888876,VER,227.0,207.0
157,813.0,-3371.0,1382.0,-3418.0,570.9378249862239,1461.6943301558206,1410.7876167895158,50.90671336630476,VER,228.12142811428572,208.61666986666665
158,740.3703831359164,-3355.102724918468,1310.0,-3411.0,572.3656224567153,1469.4461111111113,1417.8463243662995,51.59978674481181,VER,229.0,210.61666986666665
159,717.0,-3348.0,1296.127604369162,-3409.8923044590824,582.4254797771304,1471.7268121869047,1419.205277777778,52.521534409126616,VER,227.28214582857143,211.0
160,536.7642706353957,-3269.198626623195,1153.0,-3401.0,630.1730525574206,1486.2461111111113,1433.3212295749424,52.92488153616887,VER,216.0,213.9624992
161,461.0,-3230.0,1053.854163409736,-3395.9790430097037,615.6501456108615,1494.283225521832,1443.2052777777783,51.077947744053745,VER,212.5749952,216.0
162,431.45685390679546,-3212.765551810557,1020.0,-3394.0,615.8156867308749,1500.2461111111115,1446.7036731718774,53.542437939234105,VER,210.0,217.43011201603164
163,396.0,-3183.0,910.0,-3384.0,551.903071200007,1508.0430481513483,1457.8703147109795,50.1727334403688,VER,205.88999424,221.94623358939444
164,365.4200093707599,-3155.53501297166,878.2747452785603,-3379.2461937142853,559.5236121311766,1511.5794444444448,1460.4877777777783,51.09166666666647,VER,204.0,223.0
165,232.0,-3031.0,718.0,-3348.0,580.2456376397844,1523.576249293193,1472.8333537981432,50.74289549504988,VER,199.47916266666667,223.82499946666667
166,222.0052758871907,-3021.03841991613,693.4058133215741,-3341.9761217906007,570.2801725274097,1524.8461111111114,1475.4211111111115,49.424999999999955,VER,199.0,224.0
167,181.63563458676433,-2975.285571703058,594.0,-3303.0,526.7267948155401,1533.6905555555559,1490.9084783626124,42.78207719294346,VER,199.0,218.28889031111112
168,156.68642384769336,-2934.104916307175,539.8815912335663,-3275.871243916434,513.4615457806035,1542.4461111111113,1497.0211111111114,45.424999999999955,VER,197.0,216.0
169,153.0,-2928.0,509.0,-3259.0,486.10389835918824,1543.3683396883391,1500.3916174477763,42.97672224056282,VER,196.81785508571429,214.81250133333333
170,95.0,-2826.0,419.13836812594514,-3200.627635369851,495.39029751717646,1555.206361311368,1511.0877777777782,44.1185835335898,VER,194.46071497142856,211.0
171,85.42614332240112,-2804.7165031736076,402.0,-3188.0,497.1169335993253,1557.5350000000003,1513.2057733337952,44.32922666620516,VER,194.0,209.9593768
172,67.0,-2757.0,297.0,-3099.0,412.1456053386958,1562.8259257251082,1526.6432970916226,36.18262863348559,VER,195.45500288,203.2093768
173,50.36929236269991,-2707.479474983077,279.64708770204817,-3081.6822495838373,438.8576351786299,1568.4794444444447,1529.0433333333337,39.436111111110904,VER,197.0,202.0
174,37.0,-2631.0,219.8153862368394,-3015.710905904039,425.93890003899753,1576.0148434400523,1537.9766666666671,38.0381767733852,VER,197.8562512,201.0
175,36.331572936002544,-2615.21764741962,214.0,-3009.0,432.0076517599356,1577.2794444444446,1538.9189402160803,38.360504228364334,VER,198.0,200.6812512
176,44.26704215982856,-2481.984269518054,168.52819084538461,-2953.134343136334,487.2609413272977,1586.123888888889,1546.776666666667,39.347222222221944,VER,199.0,198.0
177,62.0,-2363.0,149.0,-2922.0,565.7296173968621,1595.1840365367823,1549.880062979683,45.3039735570992,VER,204.2333312,197.3666673777778
178,86.95200660540591,-2282.953896222358,61.0,-2739.0,456.7839264002347,1607.223888888889,1562.8017685789098,44.422120309979164,VER,211.0,194.7000007111111
179,111.89339584372905,-2232.091150581499,48.262279447774674,-2707.826722057781,479.9721376722405,1616.6905555555556,1566.176666666667,50.51388888888869,VER,213.0,194.0
180,115.0,-2225.0,39.7952283833285,-2663.2430052601558,444.64895067161535,1617.7056973159679,1576.8433333333335,40.862363982634406,VER,213.4250048,192.0
181,145.3893332473511,-2151.0157045059727,38.0,-2637.0,497.7079508729358,1626.335,1580.902407435814,45.43259256418605,VER,217.0,191.0375008
182,162.0,-2110.0,34.624093582105964,-2596.690835014461,503.0830850096764,1629.7500888084637,1585.2877777777778,44.462311030685896,VER,218.12,190.0
183,219.23519115931796,-1969.680716370999,32.0,-2542.0,602.1680655947134,1638.6127777777779,1590.489033100505,48.12374467727295,VER,221.0,192.4249984
184,241.0,-1916.0,33.19097768235734,-2507.5545103844156,626.9938823567262,1642.0867314903962,1593.91,48.17673149039615,VER,221.7,194.0
185,296.2104990114227,-1776.8843939440635,54.0,-2392.0,661.0848165288055,1653.5461111111113,1605.9437127294711,47.602398381640114,VER,224.0,198.7468736
186,333.6277052284149,-1674.6328991364792,72.0063443577967,-2335.4073921312847,710.6818325075832,1665.9905555555556,1611.7766666666669,54.21388888888873,VER,224.0,201.0
187,345.0,-1640.0,83.0,-2305.0,714.751005595655,1670.871231123237,1615.035511520443,55.83571960279414,VER,226.74444444444444,202.70999808
188,374.12515168327894,-1520.0402254225937,111.5891245222659,-2234.0164884959204,760.7149727655163,1689.6905555555556,1623.2766666666669,66.41388888888878,VER,237.0,207.0
189,377.0,-1491.0,137.0,-2173.0,722.9965421770702,1693.3874347665583,1628.8786300353427,64.5088047312156,VER,237.0,208.2124992
190,379.7184337774532,-1403.3110801980463,157.7902025527315,-2122.244193760077,752.4074438696957,1702.791388888889,1632.5655555555559,70.22583333333318,VER,237.0,209.0
191,373.0,-1326.0,250.0,-1894.0,581.1652088692165,1710.4844202983286,1648.2707295229804,62.21369077534814,VER,237.0,217.8687544
192,332.0,-1186.0,261.4133391743,-1865.6567961190563,683.3124008806974,1724.9726321444498,1652.1211111111115,72.85152103333826,VER,237.0,220.0
193,326.03863599308016,-1171.9546774381874,282.0,-1813.0,642.5562286979322,1726.491388888889,1664.4987743084755,61.9926145804136,VER,237.0,224.12499733333334
194,276.75207060039764,-1077.5435007140534,289.5979534356078,-1793.0508589976862,715.6226634643699,1737.069166666667,1667.1211111111115,69.94805555555536,VER,238.0,225.0
195,256.0,-1045.0,326.0,-1695.0,653.7583651472461,1740.8308378355753,1676.9546492882116,63.876188547363654,VER,238.0,225.0
196,197.9557492237792,-966.5979458565625,343.31573733779,-1644.5478028974774,693.3581576691099,1750.291388888889,1682.1836111111115,68.10777777777753,VER,238.0,225.0
197,191.0,-958.0,366.0,-1563.0,629.8015560476173,1751.4256127798146,1690.9930065016883,60.432606278126286,VER,238.33999872,228.9142912
198,110.48446010750077,-873.7079403525065,378.64792984384553,-1473.7701316668192,657.2566317246029,1763.7358333333334,1700.3058333333338,63.42999999999961,VER,242.0,233.0
199,86.0,-855.0,380.0,-1400.0,619.2422789183568,1766.2282085083452,1707.9202288888355,58.30797961950975,VER,242.13214262857142,233.41785691428572
200,-111.0,-734.0,367.46289733481956,-1298.971002089839,740.350577313496,1781.140100697996,1718.5058333333338,62.634267364662264,VER,242.92142902857142,234.0
201,-127.26504686208824,-724.9312668479749,362.0,-1276.0,736.9240359350068,1782.6358333333335,1720.9019859496389,61.73384738369464,VER,243.0,233.7687504
202,-246.29969663334717,-670.4303549207866,336.5062739595015,-1199.1059332177624,786.8676295580561,1801.8469444444447,1728.8613888888895,72.98555555555527,VER,247.0,233.0
203,-303.0,-646.0,305.0,-1129.0,776.5004829361022,1809.9633228006105,1736.4555737604378,73.50774904017271,VER,247.58999936,233.48749973333332
204,-354.3606682755803,-622.336401174953,265.7898544057109,-1060.208346645143,759.1564472569061,1815.6247222222225,1744.4613888888894,71.16333333333318,VER,248.0,234.0
205,-366.0,-617.0,259.0,-1050.0,760.3380826974275,1816.8716085971034,1745.5692191387325,71.30238945837095,VER,248.22430070515654,234.1062512
206,-520.0,-551.0,185.08259749903493,-953.0879579980915,811.6749320159279,1833.6427675735672,1754.9058333333337,78.7369342402335,VER,251.21495550703162,235.0
207,-561.5393383101133,-535.4298578757625,124.0,-889.0,771.3468932798145,1838.0947222222223,1761.2687686547602,76.8259535674622,VER,252.0,235.69285851428572
208,-651.0,-505.0,-5.124063929730568,-793.0766729517984,707.2085224978728,1847.8502807016632,1773.339166666667,74.51111403499613,VER,254.05500288,237.0
209,-803.0,-465.0,-112.70580972265343,-735.8147515149127,741.5164858374636,1863.6662455655269,1783.9613888888894,79.70485667663752,VER,257.35499904,239.0
210,-849.3696226753234,-455.5635144425145,-149.0,-717.0,747.5738387256633,1866.761388888889,1789.1056019048308,77.6557869840583,VER,258.0,239.82499931428572
211,-1046.0,-420.0,-200.47581996608727,-692.1156715523072,888.2331212730043,1878.0673963360352,1802.7836111111114,75.2837852249238,VER,258.9812496,242.0
212,-1188.9772740328126,-400.6913871576005,-262.0,-665.0,963.9221490327824,1889.8725000000002,1810.7530042658996,79.11949573410061,VER,260.0,243.94999893333335
213,-1338.0,-398.0,-384.80524205568577,-610.6922568646413,976.6361874836988,1911.7179655127543,1819.1836111111115,92.53435440164276,VER,264.640628,246.0
214,-1349.6700443272873,-398.0478195271362,-501.0,-559.0,863.7976895879319,1913.4280555555558,1827.2368632687485,86.19119228680734,VER,265.0,247.25357074285714
215,-1517.0,-401.0,-575.2724787033812,-524.8911107414613,949.8419508993202,1935.7367726775287,1838.5502777777783,97.18649489975041,VER,269.0500026181818,249.0
216,-1621.2459360857088,-405.8653867445907,-658.0,-503.0,968.1311204986189,1946.5502777777779,1853.851360554147,92.69891722363081,VER,271.0,252.87500342857143
217,-1652.0,-409.0,-716.7755903488784,-489.5848076298256,938.6898356901628,1949.350482062556,1858.3058333333338,91.04464872922222,VER,271.3083328,254.0
218,-1848.6799026802644,-444.338423776983,-920.9463351728224,-444.5691766661474,927.7335962047409,1964.750277777778,1869.568333333334,95.18194444444384,VER,273.0,255.0
219,-1947.0,-468.0,-1020.0,-424.0,928.0436412152178,1973.6845681584666,1876.624396125582,97.06017203288457,VER,274.0968744,257.1437528
220,-2053.9338511997294,-503.27395172190234,-1114.2007529556647,-410.2502078172426,944.3260627905113,1989.2836111111112,1892.8572222222226,96.4263888888886,VER,276.0,262.0
221,-2094.0,-519.0,-1149.0,-408.0,951.4967157063654,1995.2264596994373,1899.9596547596998,95.26680493973754,VER,276.64166613333333,262.8083328
222,-2265.0,-592.0,-1227.491077951042,-401.67505437418026,1054.821476961226,2013.8366598048476,1910.4572222222228,103.37943758262486,VER,278.64166613333333,264.0
223,-2305.8499788359286,-612.44146988354,-1370.0,-398.0,960.1043312541722,2017.183611111111,1922.0683665613237,95.11524454978735,VER,279.0,265.68214217142855
224,-2512.6871047433838,-724.8903539274468,-1535.6627336317438,-403.22609488381323,1028.612909355208,2032.7947222222222,1931.2238888888894,101.57083333333276,VER,281.0,267.0
225,-2527.0,-733.0,-1624.0,-407.0,960.0442698125956,2034.1239505847689,1936.9800192654052,97.14393131936367,VER,281.08500096,268.15499904
226,-2634.668647107468,-797.4179354032009,-1696.1497861029425,-410.31788478930423,1015.2162831862546,2048.461388888889,1946.2238888888894,102.2374999999995,VER,282.0,270.0
227,-2704.3487104558594,-852.216180419605,-1742.0,-419.0,1055.3631126268376,2064.2391666666667,1959.6600792345598,104.57908743210692,VER,284.0,272.5285705142857
228,-2732.0,-876.0,-1802.607995880644,-433.1987687218335,1029.4864874015848,2068.7548193459734,1967.5350000000003,101.21981934597306,VER,284.40714422857144,274.0
229,-2860.0,-992.0,-1992.0,-483.0,1006.233074391813,2086.244707982228,1985.7789131139828,100.46579486824544,VER,285.97857097142855,276.1545448727273
230,-2861.545276749953,-993.4874217947513,-2138.0,-537.0,855.510685943773,2086.4836111111113,2001.279709409489,85.20390170162227,VER,286.0,277.9727266909091
231,-2943.7698406556638,-1082.5491616288452,-2140.8970276639,-538.2574941179055,969.9784395352026,2099.2391666666667,2001.5127777777782,97.72638888888855,VER,287.0,278.0
232,-2957.0,-1099.0,-2336.0,-628.0,779.4113163150763,2100.5964756008443,2015.2923625184535,85.30411308239081,VER,287.08500096,279.32749952
233,-3140.0,-1339.0,-2445.4280856067503,-680.2744382577433,957.2614637373404,2114.918283692501,2032.7350000000006,82.18328369250048,VER,287.98,281.0
234,-3143.2992338242816,-1343.3826646457348,-2515.0,-726.0,880.8639405885832,2115.2391666666667,2043.496869498933,71.7422971677338,VER,288.0,282.36999936
235,-3238.663548612449,-1471.7544880569747,-2565.0043227924634,-760.752787660307,979.4591214028972,2141.0169444444446,2048.4572222222228,92.55972222222181,VER,290.0,283.0
236,-3256.0,-1495.0,-2794.0,-928.0,731.391140225256,2145.53914791299,2067.181162334315,78.35798557867474,VER,290.28,284.0772724363636
237,-3326.904535845192,-1589.3260240540812,-2894.16178680127,-1017.8231848255273,716.8554820159984,2157.183611111111,2083.290555555556,73.89305555555529,VER,291.0,285.0
